v1,v2,I
1.472789,1.137672,2.600091
1.321142,1.041316,2.671871
1.158951,0.942470,2.710595
0.991990,0.760333,2.718716
0.810092,0.578947,2.679531
0.626102,0.279424,2.597524
0.441455,-0.022035,2.450636
0.261960,-0.446165,2.244289
0.088463,-0.829368,1.969899
-0.074851,-1.209244,1.635117
-0.228455,-1.453203,1.253078
-0.375890,-1.584611,0.832484
-0.526055,-1.607844,0.403484
-0.689037,-1.569511,-0.012189
-0.869956,-1.486968,-0.390712
-1.069695,-1.372573,-0.720004
-1.288066,-1.230492,-0.992287
-1.490312,-1.080484,-1.209808
-1.562617,-0.958404,-1.383961
-1.596180,-0.901127,-1.526162
-1.631794,-0.851431,-1.649668
-1.639865,-0.834865,-1.759987
-1.643221,-0.827602,-1.860228
-1.626398,-0.819177,-1.952399
-1.603492,-0.815141,-2.034971
-1.545647,-0.789633,-2.107704
-1.496236,-0.769010,-2.165711
-1.425331,-0.694036,-2.209066
-1.329716,-0.645126,-2.231686
-1.237168,-0.528824,-2.233671
-1.129074,-0.419888,-2.208219
-1.014963,-0.261241,-2.155715
-0.894429,-0.103973,-2.071382
-0.772085,0.087986,-1.955249
-0.649478,0.270074,-1.806446
-0.528702,0.456298,-1.626115
-0.415772,0.614867,-1.418005
-0.307152,0.747048,-1.186263
-0.209157,0.838753,-0.938451
-0.121059,0.894083,-0.682392
-0.042653,0.912081,-0.427880
0.028523,0.899782,-0.183516
0.096088,0.861141,0.042521
0.164006,0.801307,0.244123
0.234452,0.722613,0.416444
0.307791,0.627388,0.556208
0.383706,0.518090,0.661483
0.462103,0.399961,0.732160
0.543238,0.281005,0.770267
0.626377,0.171830,0.780187
0.703258,0.083003,0.768269
0.755280,0.021263,0.741598
0.788659,-0.015007,0.706068
0.821824,-0.031558,0.667093
0.860623,-0.031534,0.629340
0.905669,-0.016594,0.596375
0.956416,0.011294,0.571222
1.011839,0.050215,0.556277
1.069268,0.098050,0.553345
1.134583,0.152431,0.563507
1.195587,0.212376,0.587958
1.281882,0.275646,0.626154
1.280373,0.344040,0.680704
1.370582,0.404405,0.741449
1.420597,0.449610,0.819876
1.466833,0.518717,0.903448
1.501857,0.562390,0.996822
1.524909,0.614511,1.095615
1.548064,0.646718,1.197032
1.543310,0.677081,1.300112
1.537817,0.696291,1.399236
1.511803,0.696596,1.494175
1.495584,0.692701,1.579625
1.433348,0.663810,1.656096
1.382587,0.642289,1.716824
1.311006,0.568585,1.763004
1.238455,0.514934,1.788704
1.129182,0.409203,1.794561
1.060963,0.319958,1.774671
0.954012,0.172786,1.732191
0.854391,0.068649,1.662215
0.753428,-0.090536,1.566862
0.651658,-0.211455,1.446927
0.555080,-0.349972,1.302390
0.463871,-0.456411,1.139298
0.380183,-0.551179,0.959125
0.305833,-0.614482,0.769926
0.241413,-0.654594,0.576084
0.187231,-0.666641,0.385514
0.142377,-0.656400,0.203605
0.105223,-0.624645,0.036460
0.073706,-0.575786,-0.111748
0.046238,-0.511634,-0.237367
0.022292,-0.435271,-0.338110
0.002219,-0.348758,-0.412454
-0.013310,-0.255395,-0.459971
-0.023691,-0.158762,-0.481180
-0.028568,-0.063467,-0.477685
-0.027895,0.025903,-0.452055
-0.021896,0.105019,-0.407710
-0.010969,0.170692,-0.348649
0.004328,0.221014,-0.279188
0.023334,0.255465,-0.203651
0.045374,0.274580,-0.126135
0.069822,0.279675,-0.050309
0.096161,0.272508,0.020719
0.124031,0.255125,0.084480
0.153231,0.229732,0.139186
0.183755,0.198656,0.183736
0.215823,0.164297,0.217706
0.249855,0.129071,0.241312
0.286485,0.095318,0.255354
0.326538,0.065200,0.261134
0.370985,0.040589,0.260364
0.420893,0.022997,0.255052
0.477361,0.013538,0.247397
0.541458,0.012952,0.239690
0.613934,0.021671,0.234229
0.694756,0.039871,0.233256
0.782714,0.067492,0.238891
0.875521,0.104215,0.253066
0.970865,0.149432,0.277466
1.069109,0.202314,0.313504
1.163463,0.262314,0.362467
1.261823,0.327558,0.424827
1.357366,0.397923,0.501722
1.448906,0.472651,0.592924
1.532485,0.549862,0.698516
1.612368,0.627818,0.817464
1.679209,0.704515,0.949012
1.733770,0.779744,1.090671
1.771744,0.847760,1.240220
1.794191,0.908778,1.394089
1.809193,0.957073,1.548767
1.798673,0.994515,1.701400
1.755902,1.024467,1.847286
1.711920,1.030361,1.982007
1.626730,1.009700,2.102558
1.565051,0.985110,2.202859
1.450738,0.896852,2.283818
1.329797,0.851798,2.335920
1.208241,0.688050,2.364018
1.052793,0.579366,2.352142
0.902205,0.348787,2.309083
0.747621,0.157243,2.217427
0.591968,-0.138700,2.084455
0.435607,-0.384278,1.902113
0.287655,-0.671253,1.674451
0.146005,-0.886008,1.408041
0.015542,-1.062098,1.106299
-0.105963,-1.159863,0.786169
-0.220654,-1.202320,0.457576
-0.335107,-1.192331,0.139051
-0.456547,-1.147579,-0.158299
-0.589122,-1.072362,-0.423098
-0.733639,-0.972845,-0.648973
-0.890172,-0.852124,-0.831765
-1.057669,-0.722480,-0.972301
-1.200413,-0.603461,-1.076915
-1.251856,-0.519787,-1.155671
-1.280903,-0.474636,-1.215108
-1.305640,-0.438745,-1.263681
-1.325267,-0.422572,-1.304949
-1.335458,-0.412743,-1.341694
-1.346766,-0.411655,-1.375398
-1.344839,-0.409184,-1.407271
-1.339699,-0.411399,-1.436543
-1.329287,-0.403521,-1.463079
-1.304225,-0.396218,-1.485858
-1.276253,-0.378757,-1.502764
-1.239043,-0.351572,-1.513043
-1.202074,-0.317561,-1.514382
-1.160081,-0.272779,-1.506347
-1.093893,-0.225855,-1.487672
-1.040069,-0.168611,-1.455871
-0.980180,-0.098541,-1.411943
-0.920883,-0.033467,-1.354239
-0.858754,0.038484,-1.283772
-0.798404,0.103618,-1.201120
-0.741636,0.168193,-1.107397
-0.688510,0.222860,-1.004783
-0.640624,0.269414,-0.895132
-0.599178,0.303791,-0.781495
-0.559148,0.326393,-0.666552
-0.549145,0.337248,-0.553055
-0.526233,0.331836,-0.445812
-0.520584,0.316631,-0.345256
-0.525664,0.289607,-0.256112
-0.541652,0.252735,-0.179243
-0.569044,0.206749,-0.117129
-0.608168,0.153267,-0.070782
-0.659311,0.093465,-0.041308
-0.722467,0.028832,-0.029139
-0.797230,-0.039367,-0.034478
-0.882300,-0.109850,-0.057133
-0.976944,-0.181558,-0.096680
-1.076271,-0.253935,-0.152565
-1.177712,-0.326164,-0.223926
-1.279485,-0.398137,-0.309991
-1.377526,-0.469982,-0.409932
-1.480554,-0.541761,-0.522802
-1.563338,-0.615385,-0.648756
-1.643142,-0.689891,-0.785156
-1.711975,-0.760222,-0.932335
-1.767180,-0.831305,-1.087534
-1.817349,-0.896288,-1.248805
-1.828913,-0.956831,-1.414520
-1.838508,-1.013441,-1.578593
-1.821811,-1.040267,-1.740207
-1.788721,-1.075097,-1.892719
-1.731559,-1.068968,-2.034624
-1.651520,-1.068972,-2.159671
-1.567885,-1.018258,-2.266686
-1.453019,-0.965795,-2.349330
-1.331614,-0.869756,-2.407354
-1.201389,-0.752720,-2.433629
-1.039619,-0.586669,-2.426851
-0.881650,-0.402504,-2.379175
-0.718366,-0.143182,-2.288509
-0.555689,0.120903,-2.147285
-0.394044,0.433463,-1.956607
-0.236360,0.713729,-1.716872
-0.095540,0.968254,-1.432208
0.042870,1.143617,-1.114099
0.170069,1.247486,-0.771758
0.292274,1.282303,-0.424498
0.417181,1.266389,-0.087323
0.552196,1.212263,0.224326
0.700482,1.128618,0.500342
0.862446,1.018743,0.733345
1.038143,0.889902,0.920560
1.218277,0.757688,1.064767
1.314539,0.649169,1.175624
1.350411,0.586816,1.261892
1.378034,0.547827,1.332374
1.404241,0.522476,1.393267
1.381625,0.511734,1.447931
1.415734,0.506228,1.494268
1.414073,0.479888,1.539504
1.400224,0.499042,1.578838
1.380244,0.474498,1.614176
1.317273,0.469595,1.643552
1.312557,0.432297,1.661188
1.256607,0.377825,1.672129
1.204063,0.351696,1.668643
1.142257,0.272661,1.653617
1.067563,0.218349,1.623496
1.000502,0.127169,1.576676
0.925462,0.045680,1.514196
0.851322,-0.046467,1.433966
0.777303,-0.133612,1.338399
0.702566,-0.218082,1.227514
0.633613,-0.293235,1.103891
0.571667,-0.357955,0.969891
0.515990,-0.406857,0.829144
0.468865,-0.439897,0.685197
0.430956,-0.455822,0.542385
0.403420,-0.455375,0.404636
0.386353,-0.439235,0.275925
0.380173,-0.408988,0.159608
0.384982,-0.366111,0.058613
0.401010,-0.312408,-0.024823
0.428489,-0.249598,-0.089040
0.468034,-0.179601,-0.133019
0.520557,-0.104328,-0.156293
0.587124,-0.025809,-0.158945
0.668828,0.054001,-0.141524
0.766368,0.133348,-0.104977
0.879160,0.210969,-0.050508
1.003653,0.286294,0.020573
1.131367,0.359476,0.106971
1.254360,0.430954,0.207383
1.371182,0.501580,0.320691
1.473746,0.572573,0.446201
1.593162,0.643536,0.582622
1.683233,0.718914,0.732191
1.767437,0.801584,0.891118
1.837541,0.878491,1.061163
1.882878,0.959541,1.239059
1.928228,1.031307,1.421501
1.941572,1.092762,1.607379
1.928603,1.157768,1.790392
1.910571,1.192115,1.967540
1.853974,1.218131,2.134697
1.775661,1.232244,2.287408
1.685052,1.211336,2.422765
1.565615,1.177794,2.536084
1.431236,1.112566,2.626399
1.283406,1.022367,2.688480
1.108974,0.889790,2.720171
0.931952,0.729689,2.714525
0.753584,0.492324,2.667214
0.556894,0.217139,2.564916
0.383487,-0.148702,2.404377
0.204317,-0.548412,2.175623
0.032904,-0.959669,1.882754
-0.128384,-1.295991,1.531990
-0.280279,-1.515987,1.133720
-0.428551,-1.609204,0.706667
-0.583118,-1.612137,0.275691
-0.753010,-1.557395,-0.132631
-0.941603,-1.464394,-0.499836
-1.149304,-1.339180,-0.813827
-1.373968,-1.191513,-1.070258
-1.535218,-1.045289,-1.274481
-1.570187,-0.943974,-1.439001
-1.623389,-0.896124,-1.574803
-1.644737,-0.843666,-1.696075
-1.655162,-0.851814,-1.803721
-1.647994,-0.827998,-1.904152
-1.629423,-0.842752,-1.994652
-1.590288,-0.812684,-2.076927
-1.546773,-0.809062,-2.145751
-1.474924,-0.746343,-2.202323
-1.388423,-0.715014,-2.239084
-1.305184,-0.602607,-2.257257
-1.190539,-0.515633,-2.248698
-1.088620,-0.364490,-2.214783
-0.968874,-0.214273,-2.149255
-0.845630,-0.030096,-2.052528
-0.720364,0.155811,-1.922126
-0.597640,0.352103,-1.758773
-0.475902,0.529605,-1.564661
-0.361840,0.685430,-1.342826
-0.255363,0.804587,-1.099928
-0.160716,0.884753,-0.842891
-0.073402,0.925003,-0.581559
0.004121,0.930694,-0.324902
0.076075,0.906551,-0.082312
0.146839,0.858187,0.139008
0.219802,0.789209,0.333116
0.296240,0.702088,0.495827
0.376061,0.598806,0.624283
0.459039,0.483226,0.717342
0.545300,0.362201,0.775940
0.634724,0.245914,0.803500
0.721577,0.146134,0.805846
0.783846,0.072541,0.790259
0.818701,0.026473,0.763120
0.849508,0.001756,0.729931
0.884831,-0.006058,0.695874
0.925635,0.001722,0.664690
0.971440,0.022895,0.639593
1.021359,0.055636,0.623152
1.073933,0.097624,0.617310
1.130240,0.146691,0.623380
1.184803,0.200986,0.642284
1.232920,0.258314,0.673947
1.295341,0.314830,0.717612
1.342316,0.371574,0.774037
1.386887,0.429123,0.840165
1.425301,0.478900,0.915869
1.456326,0.526079,0.998549
1.478430,0.564884,1.086179
1.500010,0.597343,1.176444
1.493836,0.621125,1.267749
1.486968,0.639346,1.355703
1.471108,0.635816,1.439421
1.425567,0.630872,1.515398
1.397869,0.606074,1.579796
1.342648,0.562006,1.633012
1.283635,0.520884,1.669973
1.209777,0.446634,1.690903
1.134322,0.374615,1.692075
1.048185,0.272218,1.672976
0.959822,0.173051,1.631508
0.867065,0.052011,1.567276
0.776974,-0.063326,1.480217
0.685747,-0.185041,1.371026
0.601605,-0.293240,1.241860
0.518306,-0.392188,1.095379
0.442020,-0.470058,0.935592
0.381319,-0.529851,0.766870
0.323378,-0.564217,0.595444
0.277967,-0.577915,0.425730
0.242914,-0.570063,0.264068
0.217486,-0.543955,0.114661
0.200719,-0.501302,-0.018104
0.191604,-0.444967,-0.131250
0.189601,-0.376975,-0.222390
0.194866,-0.299846,-0.290135
0.208102,-0.215939,-0.333803
0.230271,-0.128193,-0.353549
0.262380,-0.039754,-0.350281
0.305356,0.045939,-0.325673
0.360028,0.125664,-0.282065
0.427188,0.196671,-0.222344
0.507663,0.257123,-0.149734
0.602348,0.306299,-0.067548
0.712158,0.344815,0.021129
0.837658,0.374771,0.113798
0.976345,0.399902,0.208947
1.112250,0.425243,0.306289
1.221456,0.454767,0.406134
1.313956,0.489278,0.508612
1.401378,0.528624,0.615234
1.482518,0.573251,0.727146
1.559529,0.623691,0.845080
1.658712,0.678932,0.969896
1.677019,0.743040,1.105004
1.719278,0.816645,1.241419
1.745833,0.846446,1.384594
1.758327,0.905538,1.526453
1.715708,0.926953,1.666514
1.727023,0.961184,1.796646
1.681145,0.923290,1.921145
1.642736,0.965212,2.029044
1.553404,0.882541,2.127305
1.440096,0.902536,2.200102
1.346856,0.753190,2.256335
1.222118,0.701776,2.276380
1.100029,0.502069,2.273922
0.952925,0.385288,2.228521
0.809507,0.130526,2.151489
0.660738,-0.056816,2.028295
0.517179,-0.336598,1.865131
0.375728,-0.549012,1.661153
0.236402,-0.774271,1.418045
0.122625,-0.928485,1.146920
0.001660,-1.039656,0.853383
-0.104449,-1.089170,0.552246
-0.205639,-1.097629,0.254764
-0.308183,-1.066125,-0.025666
-0.417657,-1.007943,-0.280356
-0.536306,-0.923944,-0.501440
-0.664312,-0.819579,-0.684503
-0.801699,-0.698582,-0.827350
-0.947403,-0.573677,-0.931950
-1.073679,-0.462131,-1.004722
-1.124091,-0.383074,-1.054682
-1.145133,-0.336546,-1.087643
-1.179336,-0.301776,-1.110454
-1.221628,-0.283303,-1.128402
-1.221339,-0.283192,-1.145169
-1.250632,-0.292429,-1.159924
-1.266886,-0.293745,-1.178098
-1.263944,-0.315039,-1.197184
-1.281636,-0.321572,-1.216876
-1.286325,-0.329832,-1.239338
-1.264613,-0.341589,-1.261310
-1.255340,-0.341667,-1.281379
-1.224081,-0.329773,-1.299501
-1.210791,-0.317351,-1.311399
-1.193863,-0.287749,-1.318885
-1.158184,-0.269558,-1.320075
-1.127588,-0.238037,-1.313634
-1.084069,-0.203071,-1.300407
-1.039256,-0.164144,-1.277718
-0.997549,-0.117068,-1.246177
-0.948896,-0.070109,-1.205335
-0.905696,-0.021611,-1.154872
-0.862773,0.026600,-1.096123
-0.820102,0.069998,-1.029517
-0.781234,0.109990,-0.956434
-0.748130,0.143545,-0.878499
-0.716965,0.169750,-0.797527
-0.693093,0.187792,-0.715288
-0.676066,0.197579,-0.634078
-0.665829,0.198078,-0.555872
-0.665507,0.190038,-0.482715
-0.671871,0.173006,-0.416698
-0.687446,0.148257,-0.359319
-0.712589,0.116177,-0.312247
-0.746125,0.077600,-0.276612
-0.788631,0.033522,-0.253344
-0.839477,-0.015194,-0.243113
-0.899562,-0.067607,-0.246278
-0.964216,-0.123219,-0.263109
-1.034718,-0.180672,-0.293333
-1.109028,-0.239594,-0.336879
-1.184837,-0.299364,-0.393218
-1.259573,-0.359533,-0.461838
-1.335593,-0.419434,-0.541958
-1.401742,-0.479250,-0.633097
-1.478581,-0.537782,-0.733541
-1.527326,-0.595566,-0.844130
-1.575486,-0.653897,-0.960546
-1.612127,-0.700060,-1.083401
-1.640952,-0.746720,-1.208952
-1.649739,-0.781372,-1.335678
-1.649180,-0.812396,-1.460018
-1.628594,-0.824492,-1.579764
-1.607936,-0.830957,-1.690869
-1.551030,-0.812385,-1.792031
-1.489604,-0.795847,-1.877605
-1.409415,-0.731451,-1.946742
-1.346212,-0.673733,-1.993590
-1.214961,-0.562521,-2.019620
-1.116514,-0.480555,-2.015900
-0.993058,-0.297747,-1.985859
-0.873796,-0.173075,-1.920776
-0.746164,0.039730,-1.824185
-0.624820,0.199549,-1.693109
-0.503951,0.401310,-1.528976
-0.385661,0.551548,-1.337082
-0.281738,0.695107,-1.118440
-0.183717,0.788833,-0.884736
-0.096099,0.850601,-0.640174
-0.017472,0.871942,-0.397274
0.054574,0.863678,-0.162982
0.124254,0.827349,0.053514
0.195346,0.769940,0.246673
0.269612,0.693035,0.411358
0.347145,0.600287,0.544599
0.427660,0.494464,0.644637
0.511194,0.382045,0.711844
0.597905,0.271353,0.748713
0.685125,0.173155,0.760082
0.756546,0.096893,0.752437
0.797646,0.046434,0.732160
0.828461,0.017391,0.704351
0.862553,0.004903,0.674179
0.902316,0.007546,0.645523
0.947547,0.023685,0.621639
0.997462,0.051742,0.605240
1.051133,0.089736,0.598469
1.107298,0.135744,0.602919
1.164710,0.187727,0.619600
1.221929,0.243706,0.648988
1.277213,0.301731,0.691017
1.331273,0.359866,0.745104
1.385913,0.416661,0.810422
1.421194,0.471966,0.886052
1.458769,0.522829,0.968874
1.484409,0.563525,1.058388
1.498613,0.601653,1.150924
1.511380,0.626828,1.244354
1.505535,0.644876,1.336894
1.491595,0.654876,1.424817
1.464179,0.648855,1.506570
1.427472,0.634253,1.578748
1.376794,0.601354,1.639316
1.320662,0.558120,1.685309
1.246527,0.494352,1.715013
1.171024,0.421662,1.725318
1.079051,0.324166,1.715177
0.999331,0.222519,1.681738
0.901382,0.098188,1.625678
0.807452,-0.016665,1.545157
0.713674,-0.148233,1.441499
0.622246,-0.263029,1.316178
0.532214,-0.374083,1.171014
0.457769,-0.463656,1.010296
0.384005,-0.534185,0.838542
0.321892,-0.578854,0.660961
0.269794,-0.601880,0.483524
0.228014,-0.601209,0.312008
0.195905,-0.581127,0.151583
0.172198,-0.542782,0.006928
0.155605,-0.489665,-0.118455
0.145222,-0.423581,-0.221800
0.140939,-0.347299,-0.301377
0.143301,-0.263010,-0.356206
0.153172,-0.173778,-0.386210
0.171425,-0.082809,-0.392112
0.198812,0.006113,-0.375499
0.235943,0.089373,-0.338710
0.283315,0.163683,-0.284742
0.341364,0.226653,-0.217040
0.410537,0.276911,-0.139282
0.491387,0.314278,-0.055101
0.584613,0.339727,0.032194
0.691011,0.355426,0.119926
0.810932,0.364766,0.206353
0.940885,0.372391,0.290960
1.062689,0.383574,0.374482
1.158179,0.401442,0.457967
1.240807,0.426012,0.542382
1.319446,0.456515,0.629736
1.396207,0.493250,0.721377
1.466023,0.536543,0.818649
1.525082,0.585450,0.922122
1.580570,0.636405,1.031742
1.628748,0.686815,1.147483
1.658131,0.737642,1.268099
1.677060,0.783773,1.391139
1.679843,0.818389,1.514649
1.669764,0.845323,1.634971
1.639326,0.855331,1.749336
1.597002,0.854544,1.853681
1.530736,0.828679,1.945255
1.470261,0.791803,2.019413
1.376317,0.716909,2.075098
1.253989,0.648103,2.106520
1.160064,0.519979,2.111761
1.038525,0.378026,2.086442
0.912482,0.216239,2.028817
0.782139,0.028383,1.936712
0.653371,-0.167418,1.809000
0.524417,-0.367319,1.646365
0.399720,-0.549352,1.451216
0.279426,-0.706202,1.227753
0.177595,-0.824224,0.982674
0.080501,-0.899427,0.725175
-0.006918,-0.932773,0.464641
-0.087866,-0.930979,0.211618
-0.166822,-0.899176,-0.025016
-0.248317,-0.843427,-0.237919
-0.334619,-0.766871,-0.421597
-0.425944,-0.672397,-0.572247
-0.522285,-0.563422,-0.687866
-0.623235,-0.446829,-0.768743
-0.728494,-0.332843,-0.817885
-0.828713,-0.234569,-0.841137
-0.886376,-0.163018,-0.845991
-0.916221,-0.118082,-0.838008
-0.945044,-0.091196,-0.822948
-0.977596,-0.079590,-0.805498
-1.013055,-0.082254,-0.789043
-1.051244,-0.097102,-0.776512
-1.091361,-0.122069,-0.770212
-1.131671,-0.154912,-0.771809
-1.173610,-0.193260,-0.782296
-1.221680,-0.235140,-0.802328
-1.240334,-0.280489,-0.832531
-1.285263,-0.323407,-0.869640
-1.317372,-0.358950,-0.916509
-1.341337,-0.401484,-0.968916
-1.360082,-0.432236,-1.026752
-1.376585,-0.461026,-1.088107
-1.366045,-0.480692,-1.151176
-1.382217,-0.494216,-1.212168
-1.370364,-0.491437,-1.272758
-1.347132,-0.499009,-1.327686
-1.326309,-0.478918,-1.376631
-1.288001,-0.459436,-1.417946
-1.252834,-0.425490,-1.448358
-1.182759,-0.381494,-1.468185
-1.145140,-0.330069,-1.472345
-1.085544,-0.254962,-1.464006
-1.014395,-0.196726,-1.439076
-0.949146,-0.112049,-1.398153
-0.880061,-0.034548,-1.341633
-0.813070,0.049733,-1.268672
-0.748027,0.127338,-1.181591
-0.699476,0.200461,-1.081190
-0.626043,0.260133,-0.971664
-0.572807,0.310032,-0.852616
-0.538780,0.350848,-0.729951
-0.497825,0.371360,-0.606332
-0.472426,0.380332,-0.484512
-0.457299,0.373510,-0.369355
-0.452892,0.353803,-0.263129
-0.459592,0.321290,-0.169256
-0.477776,0.278191,-0.089787
-0.507829,0.225558,-0.026736
-0.550295,0.165319,0.018691
-0.605773,0.098870,0.045624
-0.674794,0.027960,0.053745
