v1,v2,I
0.764545,-0.018107,0.697864
0.797176,-0.038652,0.657675
0.834751,-0.042125,0.617862
0.878880,-0.030200,0.582169
0.929264,-0.004853,0.553783
0.984956,0.032135,0.535267
1.045136,0.078674,0.528595
1.108090,0.132854,0.535201
1.172210,0.192628,0.555902
1.237347,0.255936,0.590987
1.296847,0.321058,0.640328
1.368941,0.385543,0.702776
1.413936,0.449828,0.778900
1.462087,0.512812,0.864325
1.502483,0.563701,0.959518
1.533654,0.613933,1.060676
1.552619,0.653097,1.165785
1.565543,0.686228,1.272073
1.560681,0.707017,1.377219
1.545187,0.721145,1.477799
1.512388,0.717027,1.571416
1.498414,0.703442,1.654440
1.417896,0.668140,1.727270
1.354415,0.644191,1.781940
1.277393,0.550980,1.820393
1.190440,0.488284,1.835775
1.103631,0.365363,1.828891
0.995942,0.261050,1.796468
0.891575,0.118521,1.737169
0.782126,-0.020610,1.650714
0.679977,-0.172192,1.536227
0.573701,-0.313022,1.396545
0.479066,-0.442006,1.232911
0.390416,-0.549398,1.051059
0.307436,-0.628662,0.855573
0.235713,-0.680432,0.653227
0.174097,-0.703479,0.451112
0.121897,-0.700783,0.255972
0.077327,-0.675104,0.074148
0.037955,-0.630071,-0.089238
0.001711,-0.568509,-0.230122
-0.032282,-0.493095,-0.345629
-0.063843,-0.406194,-0.433889
-0.092377,-0.310838,-0.494103
-0.117394,-0.210928,-0.526586
-0.138730,-0.111412,-0.532850
-0.156543,-0.017667,-0.515559
-0.171289,0.065230,-0.478374
-0.183703,0.133372,-0.425654
-0.194756,0.184471,-0.362120
-0.205658,0.217904,-0.292502
-0.217804,0.234346,-0.221256
-0.232681,0.235301,-0.152359
-0.251793,0.222676,-0.089193
-0.276586,0.198501,-0.034503
-0.308438,0.164791,0.009602
-0.348678,0.123481,0.041611
-0.398611,0.076398,0.060555
-0.459522,0.025226,0.065946
-0.532697,-0.028545,0.057697
-0.619392,-0.083723,0.036025
-0.720612,-0.139559,0.001328
-0.836278,-0.195918,-0.045969
-0.962392,-0.253372,-0.105573
-1.086512,-0.312828,-0.177337
-1.198088,-0.374296,-0.260891
-1.300909,-0.437129,-0.355751
-1.398792,-0.501018,-0.461784
-1.492192,-0.566217,-0.578673
-1.575635,-0.633298,-0.706093
-1.655539,-0.701636,-0.843137
-1.715998,-0.770117,-0.989605
-1.766038,-0.838739,-1.142777
-1.814878,-0.898558,-1.301348
-1.820688,-0.956072,-1.463595
-1.826450,-1.010773,-1.623214
-1.813171,-1.031781,-1.779844
-1.771392,-1.064126,-1.927308
-1.718333,-1.059092,-2.063324
-1.639020,-1.047574,-2.183061
-1.538944,-1.004551,-2.283898
-1.430368,-0.942839,-2.360773
-1.288323,-0.838231,-2.411494
-1.149166,-0.722305,-2.429465
-1.006835,-0.531602,-2.413333
-0.845929,-0.338905,-2.353514
-0.684452,-0.072401,-2.250925
-0.520490,0.196482,-2.097445
-0.361004,0.504201,-1.895042
-0.212214,0.775381,-1.645258
-0.069229,1.009221,-1.353427
0.063836,1.163580,-1.030627
0.188088,1.249510,-0.688451
0.308581,1.270086,-0.345250
0.433241,1.245015,-0.015851
0.568700,1.184077,0.285587
0.717301,1.095274,0.549894
0.879288,0.981197,0.770599
1.054572,0.850644,0.945926
1.227444,0.720608,1.079829
1.306091,0.618893,1.182585
1.339741,0.563281,1.262088
1.366363,0.524147,1.327482
1.382614,0.502673,1.383845
1.402157,0.490774,1.433659
1.403911,0.484711,1.479971
1.400158,0.486419,1.522152
1.388218,0.477844,1.560789
1.367217,0.470274,1.594461
1.335694,0.450375,1.621799
1.297877,0.424567,1.641050
1.250855,0.384445,1.650501
1.198663,0.337280,1.648337
1.133606,0.276319,1.633150
1.069047,0.208889,1.603036
1.004035,0.127251,1.557442
0.929658,0.046173,1.495991
0.857468,-0.039739,1.418080
0.785019,-0.125460,1.325013
0.714754,-0.205842,1.217462
0.652891,-0.278929,1.097606
0.589111,-0.339264,0.968385
0.535525,-0.386078,0.832246
0.490448,-0.418501,0.693499
0.454355,-0.434062,0.555608
0.428449,-0.434265,0.422598
0.412928,-0.419111,0.298173
0.408064,-0.390437,0.185593
0.414586,-0.349418,0.087684
0.433496,-0.297808,0.006656
0.462660,-0.236999,-0.055789
0.504824,-0.169360,-0.098712
0.560191,-0.096082,-0.121474
0.629673,-0.019477,-0.124145
0.714024,0.058981,-0.107090
0.813255,0.137529,-0.071118
0.925618,0.215168,-0.017224
1.046210,0.291226,0.053428
1.167850,0.365657,0.139640
1.285346,0.438694,0.240195
1.389794,0.511013,0.354052
1.521637,0.581915,0.479717
1.609802,0.658542,0.620005
1.701444,0.740473,0.769375
1.781042,0.815044,0.931595
1.844252,0.896895,1.102512
1.894664,0.971195,1.280767
1.923856,1.042823,1.463869
1.936109,1.106039,1.647641
1.905232,1.156423,1.828906
1.880619,1.197782,2.000746
1.829283,1.194718,2.162443
1.741383,1.216931,2.306905
1.647052,1.176595,2.435448
1.531042,1.148207,2.538457
1.391849,1.053142,2.620667
1.231057,0.980720,2.669170
1.065069,0.803105,2.692000
0.885523,0.658599,2.666948
0.706273,0.363468,2.606243
0.517867,0.111918,2.479886
0.340165,-0.309355,2.301342
0.164531,-0.662413,2.052397
-0.003801,-1.071392,1.743242
-0.157863,-1.342033,1.384547
-0.306805,-1.521133,0.980435
-0.453271,-1.576030,0.560883
-0.608303,-1.562258,0.143544
-0.779569,-1.495598,-0.243496
-0.969231,-1.396327,-0.587451
-1.177572,-1.265190,-0.877098
-1.398883,-1.117682,-1.111242
-1.528272,-0.979712,-1.297465
-1.573930,-0.896468,-1.447928
-1.607756,-0.851352,-1.575307
-1.624889,-0.820790,-1.688465
-1.626950,-0.814009,-1.790546
-1.628102,-0.803509,-1.883942
-1.605651,-0.796892,-1.969252
-1.563207,-0.788385,-2.044943
-1.529528,-0.760484,-2.108791
-1.448611,-0.714172,-2.159366
-1.373220,-0.671038,-2.191665
-1.282017,-0.564102,-2.204785
-1.181731,-0.477841,-2.192406
-1.071464,-0.324939,-2.155246
-0.956223,-0.190191,-2.087336
-0.836459,-0.001077,-1.989439
-0.715850,0.167198,-1.859254
-0.596255,0.358667,-1.697514
-0.480555,0.519722,-1.507372
-0.375157,0.666975,-1.290972
-0.270843,0.773406,-1.056513
-0.179808,0.846806,-0.808833
-0.098568,0.882632,-0.558752
-0.026400,0.886150,-0.313764
0.039595,0.861409,-0.082963
0.103331,0.813599,0.127140
0.167974,0.746033,0.310936
0.234817,0.661247,0.464580
0.303774,0.561199,0.585373
0.374532,0.449383,0.672169
0.447083,0.331648,0.725583
0.521712,0.216594,0.748352
0.597483,0.114231,0.745293
0.666650,0.033680,0.722826
0.715407,-0.020404,0.687733
0.750036,-0.050347,0.645736
0.785506,-0.061115,0.602033
0.827272,-0.055571,0.561048
0.876135,-0.035522,0.526252
0.931580,-0.002812,0.500551
0.992610,0.040707,0.486252
1.057731,0.093102,0.485106
1.126227,0.152412,0.498284
1.195209,0.216806,0.526492
1.261286,0.284281,0.569762
1.333397,0.352292,0.627511
1.396624,0.420474,0.699659
1.450814,0.488096,0.784084
1.501327,0.549838,0.879307
1.567017,0.606117,0.983369
1.572313,0.660262,1.096267
1.593253,0.713282,1.209732
1.599941,0.730871,1.326191
1.595166,0.761736,1.438727
1.542500,0.762625,1.546156
1.541091,0.764622,1.641599
1.492526,0.714964,1.728636
1.432670,0.714221,1.798827
1.357963,0.634159,1.854504
1.274413,0.588153,1.888719
1.178105,0.472466,1.901910
1.078165,0.380237,1.888649
0.967207,0.229668,1.849212
0.855250,0.098094,1.780132
0.741204,-0.073271,1.681575
0.630647,-0.223983,1.553925
0.520033,-0.383224,1.398189
0.416575,-0.513691,1.218814
0.319077,-0.626628,1.019185
0.238995,-0.704537,0.806900
0.160027,-0.751622,0.588836
0.093933,-0.767368,0.372762
0.035789,-0.756432,0.166459
-0.017478,-0.721649,-0.023650
-0.068865,-0.667525,-0.192256
-0.120129,-0.596517,-0.335392
-0.171510,-0.511490,-0.450337
-0.222592,-0.415067,-0.535549
-0.273019,-0.311569,-0.590855
-0.322807,-0.206579,-0.617557
-0.372363,-0.107037,-0.618511
-0.422095,-0.019784,-0.597937
-0.471356,0.049550,-0.561046
-0.518145,0.097897,-0.513453
-0.560966,0.125062,-0.460582
-0.602805,0.133152,-0.407240
-0.648923,0.124750,-0.357605
-0.702353,0.102065,-0.315192
-0.765545,0.067019,-0.282844
-0.838348,0.021040,-0.262938
-0.919788,-0.034415,-0.257306
-1.008020,-0.098035,-0.267393
-1.099908,-0.168441,-0.294202
-1.196486,-0.244055,-0.338278
-1.290399,-0.323955,-0.400055
-1.382777,-0.406203,-0.478987
-1.470673,-0.489056,-0.574693
-1.552472,-0.571338,-0.685854
-1.621784,-0.651324,-0.810981
-1.686524,-0.727148,-0.947520
-1.730217,-0.796549,-1.093730
-1.775917,-0.861328,-1.245288
-1.748632,-0.912680,-1.401368
-1.790079,-0.963656,-1.550931
-1.768507,-0.954383,-1.701569
-1.735690,-1.020235,-1.839663
-1.656071,-0.976369,-1.970444
-1.597382,-1.004601,-2.079914
-1.512101,-0.891596,-2.175783
-1.402997,-0.892918,-2.241209
-1.293749,-0.725276,-2.289517
-1.149417,-0.670202,-2.297725
-0.997629,-0.440948,-2.282208
-0.855562,-0.310989,-2.217775
-0.699321,-0.008689,-2.119327
-0.548753,0.184155,-1.970149
-0.399324,0.494490,-1.778434
-0.255427,0.700994,-1.546278
-0.118174,0.920459,-1.273602
0.000001,1.049050,-0.978259
0.119566,1.132587,-0.663906
0.229580,1.153083,-0.350903
0.340746,1.135650,-0.049094
0.459642,1.081773,0.227402
0.589336,1.003128,0.471387
0.730084,0.899383,0.676101
0.881973,0.779002,0.839334
1.042945,0.652413,0.962572
1.170817,0.541658,1.053066
1.215302,0.466334,1.120081
1.243524,0.424953,1.169802
1.267958,0.392255,1.210023
1.287962,0.378351,1.243930
1.296326,0.370549,1.274196
1.315630,0.370814,1.301944
1.317868,0.369731,1.329349
1.312296,0.378416,1.355134
1.310831,0.374175,1.379219
1.291064,0.371048,1.401502
1.269015,0.362359,1.419117
1.251414,0.341589,1.432002
1.198097,0.318422,1.439027
1.166355,0.288389,1.436198
1.120096,0.236902,1.425487
1.069943,0.196685,1.403391
1.018632,0.136354,1.370278
0.963197,0.082162,1.325932
0.908768,0.019280,1.269530
0.854838,-0.039623,1.202441
0.801947,-0.098032,1.124762
0.747180,-0.150196,1.038356
0.715933,-0.197370,0.944136
0.666356,-0.233011,0.846295
0.631603,-0.258296,0.744434
0.605892,-0.276335,0.643399
0.587200,-0.280563,0.544633
0.579168,-0.275325,0.451072
0.579001,-0.258106,0.365353
0.589074,-0.231866,0.289408
0.610433,-0.196221,0.225388
0.642185,-0.152857,0.174706
0.684422,-0.102572,0.138600
0.737659,-0.046876,0.117821
0.801300,0.013320,0.112884
0.874801,0.076732,0.123902
0.955867,0.142531,0.150808
1.042961,0.209645,0.193205
1.133714,0.277540,0.250618
1.225829,0.345715,0.322380
1.317031,0.414024,0.407797
1.406230,0.482363,0.506088
1.487145,0.550870,0.616522
1.581300,0.618766,0.737778
1.631797,0.688229,0.871008
1.687239,0.759374,1.010320
1.727449,0.812060,1.157587
1.759701,0.870681,1.307375
1.763257,0.911711,1.458502
1.764833,0.953892,1.606032
1.742774,0.966244,1.748646
1.693098,0.986711,1.881101
1.635631,0.968794,2.000586
1.553113,0.941465,2.102763
1.463855,0.884934,2.184501
1.357933,0.803814,2.242128
1.228736,0.697531,2.272354
1.095924,0.559902,2.271110
0.953275,0.382301,2.234473
0.806894,0.178633,2.158234
0.657110,-0.059464,2.040095
0.513734,-0.306104,1.878363
0.366902,-0.553149,1.674729
0.229619,-0.766804,1.432600
0.100539,-0.938866,1.158509
-0.014795,-1.050796,0.862563
-0.123420,-1.107425,0.556823
-0.227544,-1.114881,0.255093
-0.333863,-1.085044,-0.030298
-0.447933,-1.025241,-0.289123
-0.571845,-0.940762,-0.514045
-0.705729,-0.834383,-0.700123
-0.849686,-0.712638,-0.845589
-1.001428,-0.587957,-0.952793
-1.119096,-0.480250,-1.029015
-1.161079,-0.407181,-1.083013
-1.189218,-0.364752,-1.120741
-1.213917,-0.332865,-1.149650
-1.235505,-0.318980,-1.172946
-1.254027,-0.312658,-1.193492
-1.270073,-0.315856,-1.213335
-1.250310,-0.322141,-1.233468
-1.282201,-0.327094,-1.251073
-1.283846,-0.319594,-1.271659
-1.277081,-0.339484,-1.290278
-1.267907,-0.331883,-1.308451
-1.252849,-0.333709,-1.325043
-1.222229,-0.319551,-1.337759
-1.194640,-0.304524,-1.345344
-1.160248,-0.273058,-1.346448
-1.124239,-0.242973,-1.339807
-1.082743,-0.201193,-1.324523
-1.034530,-0.159713,-1.300108
-0.990947,-0.110018,-1.265489
-0.940634,-0.059486,-1.221509
-0.891569,-0.008845,-1.167278
-0.845700,0.042592,-1.104088
-0.801030,0.089500,-1.032674
-0.759743,0.131782,-0.954338
-0.720161,0.167171,-0.870889
-0.693081,0.195285,-0.783950
-0.668470,0.213643,-0.696396
-0.650654,0.221866,-0.609860
-0.641641,0.221051,-0.527061
-0.640494,0.210347,-0.450071
-0.649324,0.190931,-0.380885
-0.666330,0.162860,-0.321418
-0.692757,0.127543,-0.273030
-0.729221,0.085629,-0.237031
-0.777270,0.038135,-0.214282
-0.830940,-0.014491,-0.205563
-0.894116,-0.070256,-0.210911
-0.966621,-0.129021,-0.230700
-1.038727,-0.190096,-0.264757
-1.114984,-0.251633,-0.312369
-1.198669,-0.313347,-0.373290
-1.279031,-0.376034,-0.447081
-1.357043,-0.439016,-0.532677
-1.430406,-0.501412,-0.629591
-1.500368,-0.562988,-0.736635
-1.547754,-0.623141,-0.852941
-1.607469,-0.679326,-0.975294
-1.648257,-0.727406,-1.104657
-1.673238,-0.780465,-1.236614
-1.687084,-0.818131,-1.369825
-1.680430,-0.850524,-1.501359
-1.662055,-0.868573,-1.627243
-1.623195,-0.870821,-1.744905
-1.589984,-0.859662,-1.850036
-1.489734,-0.823520,-1.941729
-1.413697,-0.792411,-2.011867
-1.334504,-0.680255,-2.062096
-1.221453,-0.607270,-2.084495
-1.105361,-0.463114,-2.081247
-0.980182,-0.329787,-2.044887
-0.850975,-0.139661,-1.976158
-0.719129,0.040336,-1.870968
-0.591166,0.251388,-1.730045
-0.461735,0.439693,-1.554953
-0.339696,0.618316,-1.347692
-0.222878,0.758228,-1.115400
-0.129967,0.861097,-0.863808
-0.031065,0.916508,-0.604982
0.053933,0.935711,-0.346343
0.134602,0.919851,-0.100073
0.215952,0.877595,0.126891
0.301549,0.812058,0.327202
0.392484,0.727345,0.496516
0.488630,0.625679,0.631588
0.589921,0.512727,0.731597
0.696462,0.396907,0.798140
0.804127,0.290741,0.835845
0.883673,0.207021,0.851745
0.919908,0.151450,0.852468
0.948420,0.117520,0.843195
0.978079,0.098521,0.829633
1.012022,0.094665,0.815186
1.047737,0.103058,0.803178
1.087746,0.122810,0.795986
1.123205,0.151114,0.795781
1.161896,0.185809,0.803271
1.201910,0.223163,0.819618
1.244055,0.264189,0.844846
1.269707,0.306445,0.879122
1.300039,0.347307,0.920437
1.326121,0.381070,0.968938
1.344741,0.414613,1.022370
1.360051,0.440654,1.079256
1.373365,0.461836,1.138272
1.362912,0.477198,1.197828
1.354599,0.485876,1.254588
1.335120,0.478151,1.307952
1.316652,0.468080,1.354638
1.286549,0.442746,1.394103
1.233107,0.416765,1.424098
1.195412,0.373268,1.441857
1.142153,0.317683,1.448087
1.086656,0.262707,1.439571
1.019893,0.192206,1.416964
0.959658,0.122333,1.378581
0.897128,0.041523,1.325218
0.832252,-0.031822,1.257067
0.769718,-0.107505,1.174894
0.710100,-0.174886,1.080766
0.654465,-0.235665,0.976220
0.606264,-0.284694,0.864216
0.564175,-0.321638,0.747585
0.531076,-0.344406,0.629681
0.506272,-0.353443,0.513905
0.491386,-0.348650,0.403542
0.487782,-0.331142,0.301688
0.494138,-0.301548,0.211132
0.512132,-0.261655,0.134068
0.541831,-0.212474,0.072410
0.583888,-0.155715,0.027428
0.638298,-0.092652,0.000050
0.705636,-0.024956,-0.009321
0.785566,0.046130,-0.000580
0.877008,0.119231,0.025998
0.977532,0.193389,0.069924
1.083256,0.267791,0.130490
1.190901,0.341961,0.206857
1.297676,0.415833,0.298167
1.397678,0.489654,0.403579
1.505209,0.563061,0.521955
1.593645,0.638496,0.653822
1.675790,0.716216,0.796503
1.747245,0.790325,0.950238
1.799937,0.864866,1.112520
1.843301,0.933465,1.280598
1.866746,0.993690,1.452366
1.873221,1.048882,1.623541
1.825354,1.088057,1.791104
1.816867,1.119459,1.947073
1.759308,1.091121,2.093862
1.679986,1.124881,2.221303
1.580754,1.046810,2.334999
1.464477,1.039865,2.418862
1.330326,0.890546,2.485265
1.168190,0.839665,2.509437
1.024931,0.597677,2.511997
0.858835,0.469171,2.457324
0.688792,0.128608,2.371185
0.517448,-0.087219,2.220122
0.343756,-0.486447,2.022812
0.189095,-0.751728,1.769867
0.036514,-1.061220,1.465953
-0.105818,-1.231817,1.130035
-0.239692,-1.347475,0.762342
-0.370808,-1.371513,0.394286
-0.508091,-1.350554,0.035399
-0.658474,-1.285076,-0.292445
-0.824191,-1.192679,-0.581440
-1.005471,-1.071069,-0.822722
-1.201356,-0.935249,-1.015726
-1.365112,-0.804113,-1.165955
-1.419547,-0.713106,-1.285198
-1.452496,-0.670627,-1.381748
-1.476688,-0.633578,-1.465786
-1.491201,-0.622794,-1.540429
-1.496608,-0.611506,-1.608566
-1.489890,-0.610053,-1.671172
-1.479231,-0.601001,-1.727738
-1.429003,-0.588513,-1.777935
-1.410585,-0.568621,-1.817079
-1.350802,-0.512900,-1.847235
-1.298267,-0.486386,-1.862140
-1.236959,-0.397178,-1.863429
-1.147220,-0.340795,-1.847148
-1.065132,-0.235709,-1.811243
-0.976882,-0.133792,-1.754942
-0.885314,-0.013517,-1.676206
-0.793548,0.103785,-1.575879
-0.703528,0.224192,-1.454003
-0.614648,0.332999,-1.313078
-0.533582,0.430059,-1.155162
-0.456319,0.507579,-0.984890
-0.388719,0.563995,-0.806211
-0.331131,0.597996,-0.625005
-0.283506,0.609361,-0.446576
-0.246288,0.600074,-0.276441
-0.218795,0.571985,-0.119465
-0.200121,0.527655,0.020257
-0.189182,0.469257,0.139492
-0.185314,0.399110,0.235912
-0.188539,0.319369,0.308005
-0.199481,0.232518,0.355076
-0.219073,0.141383,0.377220
-0.248303,0.049309,0.375347
-0.288092,-0.040113,0.351163
-0.339277,-0.123342,0.307103
-0.402633,-0.197368,0.246199
-0.478928,-0.260072,0.171879
-0.568986,-0.310522,0.087707
-0.673728,-0.349130,-0.002930
-0.793943,-0.377804,-0.097193
-0.928733,-0.400061,-0.193188
-1.067819,-0.420944,-0.290299
-1.185197,-0.445450,-0.388922
-1.279732,-0.475382,-0.489293
-1.367040,-0.510864,-0.592650
-1.450731,-0.551597,-0.700574
-1.527487,-0.598896,-0.814144
-1.595597,-0.651941,-0.934062
-1.657366,-0.708533,-1.060581
-1.696620,-0.766355,-1.193535
-1.725690,-0.822875,-1.330215
-1.816864,-0.866562,-1.469089
-1.742765,-0.909866,-1.615549
-1.725400,-1.000562,-1.749787
-1.698927,-0.929769,-1.882636
-1.641310,-0.988403,-1.996646
-1.574727,-0.900712,-2.100736
-1.467857,-0.912923,-2.179766
-1.371594,-0.783888,-2.242184
-1.268339,-0.728866,-2.270670
-1.140118,-0.542842,-2.276821
-1.004690,-0.440953,-2.242184
-0.862566,-0.189961,-2.177607
-0.715277,-0.022305,-2.067424
-0.589492,0.260380,-1.918874
-0.439494,0.464733,-1.730285
-0.295802,0.694229,-1.501543
-0.169073,0.862613,-1.243403
-0.051633,0.994213,-0.958675
0.055950,1.062448,-0.662945
0.156617,1.086724,-0.365401
0.255812,1.068372,-0.080889
0.359737,1.020824,0.181690
0.471944,0.946641,0.413427
0.593146,0.850972,0.609189
0.723294,0.736219,0.765524
0.862392,0.611833,0.882664
1.002976,0.492013,0.964840
1.087095,0.396823,1.020515
1.119541,0.336261,1.056817
1.145987,0.297780,1.080307
1.171151,0.272506,1.096871
1.194529,0.262372,1.109634
1.216210,0.261688,1.121381
1.233928,0.269518,1.134056
1.245013,0.281546,1.148553
1.250954,0.294823,1.165033
1.265114,0.305602,1.183063
1.263127,0.315101,1.203180
1.260950,0.325586,1.223110
1.252704,0.325533,1.243041
1.236309,0.325352,1.261130
1.220916,0.315064,1.275916
1.193030,0.300335,1.286909
1.159811,0.279981,1.291740
1.127413,0.249693,1.289781
1.072819,0.214795,1.280047
1.041887,0.173169,1.259897
1.005002,0.122128,1.231663
0.960629,0.081256,1.193677
0.916839,0.033315,1.146781
0.873326,-0.010459,1.091853
0.831853,-0.054422,1.029080
0.793470,-0.093148,0.960034
0.758642,-0.127317,0.885764
0.728578,-0.154254,0.808166
0.704831,-0.173929,0.728948
0.687065,-0.184934,0.650269
0.677297,-0.187411,0.574044
0.674365,-0.181018,0.502445
0.679606,-0.166342,0.437222
0.694905,-0.143833,0.380184
0.717483,-0.113802,0.332877
0.749364,-0.077472,0.296413
0.789792,-0.035430,0.271894
0.839313,0.011303,0.259925
0.895316,0.062111,0.261059
0.957928,0.115789,0.275364
1.023905,0.171703,0.302910
1.102547,0.228676,0.343263
1.172934,0.288173,0.396858
1.247421,0.347519,0.461996
1.319186,0.406500,0.539172
1.387611,0.465335,0.626765
1.454446,0.522678,0.724212
1.574004,0.579130,0.830525
1.557239,0.644571,0.950874
1.596563,0.717438,1.069012
1.621773,0.728387,1.196603
1.641418,0.780810,1.320860
1.643754,0.789497,1.443905
1.622047,0.821329,1.562239
1.588287,0.814942,1.672216
1.550398,0.807908,1.771263
1.484157,0.770242,1.856582
1.415397,0.733449,1.923944
1.327927,0.651595,1.972220
1.233426,0.575054,1.996325
1.123673,0.448876,1.995749
1.013784,0.326725,1.965508
0.892055,0.157967,1.905593
0.771169,-0.001033,1.812801
0.649809,-0.189886,1.687704
0.531380,-0.358195,1.531406
0.413703,-0.522930,1.345853
0.319218,-0.654372,1.136572
0.215719,-0.754686,0.910091
0.129227,-0.815566,0.673464
0.052188,-0.844229,0.436338
-0.017236,-0.839235,0.207092
-0.082777,-0.808934,-0.006532
-0.148249,-0.755594,-0.198072
-0.215841,-0.684082,-0.362879
-0.285922,-0.595902,-0.497492
-0.358174,-0.494807,-0.600052
-0.432456,-0.385165,-0.670269
-0.508993,-0.274655,-0.709889
-0.587552,-0.172211,-0.722690
-0.663081,-0.087333,-0.714286
-0.719780,-0.026348,-0.691151
-0.756284,0.010820,-0.658990
-0.789694,0.028836,-0.622798
-0.828440,0.030905,-0.587167
-0.873953,0.018490,-0.555657
-0.925913,-0.006809,-0.531298
-0.983358,-0.043379,-0.516568
-1.044572,-0.089378,-0.513412
-1.111190,-0.142843,-0.523187
-1.176549,-0.202358,-0.546989
-1.242955,-0.265721,-0.584844
-1.305812,-0.330665,-0.636890
-1.346947,-0.395688,-0.702106
-1.429561,-0.454650,-0.777561
-1.474311,-0.511285,-0.866622
-1.515447,-0.576062,-0.962152
-1.549713,-0.621174,-1.065919
-1.571159,-0.668338,-1.173949
-1.576036,-0.700906,-1.283424
-1.575828,-0.726412,-1.391387
-1.558000,-0.734807,-1.495223
-1.530240,-0.737406,-1.591367
-1.483923,-0.718320,-1.677517
-1.434170,-0.690988,-1.749971
-1.357736,-0.636848,-1.807061
-1.304028,-0.578056,-1.844306
-1.186072,-0.480269,-1.862714
-1.100491,-0.401773,-1.854610
-0.988464,-0.246516,-1.823021
-0.885932,-0.135256,-1.761523
-0.775735,0.040056,-1.672540
-0.673441,0.173605,-1.555287
-0.562780,0.333895,-1.410885
-0.461425,0.455724,-1.243602
-0.365502,0.573490,-1.055416
-0.284804,0.652881,-0.854424
-0.210534,0.707931,-0.645449
-0.146589,0.729223,-0.437330
-0.091535,0.726178,-0.236248
-0.043379,0.698069,-0.049450
0.000691,0.651186,0.118241
0.042784,0.586817,0.262388
0.083629,0.508730,0.380258
0.122948,0.418605,0.469887
0.160202,0.320280,0.530651
0.195064,0.217797,0.563050
0.227583,0.117001,0.568984
0.258153,0.023703,0.551564
0.287412,-0.056508,0.514975
0.316138,-0.119768,0.464059
0.345226,-0.164033,0.403933
0.375977,-0.189250,0.339578
0.410204,-0.196618,0.275570
0.450033,-0.188052,0.215902
0.497637,-0.165611,0.163929
0.555068,-0.131274,0.122376
0.623884,-0.086772,0.093404
0.705130,-0.033618,0.078674
0.798859,0.026963,0.079454
0.903287,0.093970,0.096681
1.014641,0.166521,0.131009
1.128454,0.243720,0.182807
1.237585,0.324614,0.252175
1.347768,0.407408,0.338635
1.452992,0.491935,0.442186
1.549719,0.577542,0.561700
1.655439,0.662587,0.696110
1.722204,0.748904,0.845817
1.789115,0.836186,1.005189
1.840701,0.906510,1.175006
1.866332,0.980925,1.349854
1.891862,1.038270,1.525825
1.886420,1.084198,1.701235
1.852994,1.129579,1.869877
1.813787,1.144224,2.028764
1.743015,1.145317,2.173689
1.654723,1.130944,2.300922
1.544309,1.083371,2.407569
1.419513,1.020853,2.488832
1.271628,0.911154,2.543092
1.122556,0.787741,2.563011
0.955137,0.589249,2.547603
0.781828,0.383890,2.485063
0.607117,0.080096,2.375881
0.432498,-0.223609,2.207885
0.261073,-0.590811,1.984339
0.116479,-0.906772,1.705850
-0.049445,-1.176290,1.379908
-0.191672,-1.338642,1.017480
-0.327818,-1.421227,0.634213
-0.465962,-1.424422,0.252797
-0.615209,-1.382106,-0.109232
-0.780132,-1.301195,-0.435136
-0.961518,-1.192127,-0.715783
-1.159407,-1.058250,-0.945707
-1.358392,-0.918854,-1.127349
-1.447290,-0.803792,-1.271241
-1.484776,-0.745137,-1.387087
-1.514037,-0.703643,-1.486096
-1.531761,-0.684059,-1.573884
-1.554250,-0.673730,-1.653523
-1.532211,-0.669977,-1.728308
-1.518780,-0.676515,-1.795019
-1.485099,-0.646099,-1.855173
-1.450946,-0.636909,-1.904108
-1.389980,-0.582203,-1.942391
-1.332074,-0.548508,-1.964845
-1.248598,-0.457275,-1.971819
-1.175190,-0.391340,-1.957807
-1.077335,-0.263014,-1.923887
-0.982534,-0.167600,-1.865488
-0.885846,-0.015235,-1.783145
-0.782817,0.105911,-1.676388
-0.683135,0.251643,-1.544494
-0.586062,0.373035,-1.391417
-0.494037,0.488471,-1.217715
-0.405986,0.576441,-1.029763
-0.333925,0.643342,-0.830884
-0.267629,0.680882,-0.629236
-0.211844,0.693671,-0.429749
-0.165694,0.682602,-0.239771
-0.128093,0.651242,-0.064298
-0.097071,0.601962,0.091734
-0.070892,0.537663,0.224935
-0.048708,0.460420,0.332665
-0.030642,0.372639,0.413360
-0.017345,0.276944,0.466320
-0.009519,0.176952,0.491875
-0.007660,0.077003,0.491379
-0.011983,-0.018035,0.467235
-0.022509,-0.103572,0.422747
-0.039017,-0.175898,0.361919
-0.061141,-0.232676,0.289155
-0.088437,-0.273007,0.208965
-0.120448,-0.297237,0.125680
-0.156789,-0.306606,0.043225
-0.197194,-0.302947,-0.035048
-0.241551,-0.288468,-0.106477
-0.289977,-0.265652,-0.169157
-0.342810,-0.237220,-0.221982
-0.400645,-0.206088,-0.264659
-0.464264,-0.175318,-0.297691
-0.534361,-0.147989,-0.322335
-0.610961,-0.127025,-0.340509
-0.692425,-0.114938,-0.354649
-0.774296,-0.113459,-0.367471
-0.852732,-0.123025,-0.381626
-0.929342,-0.142969,-0.399524
-1.007642,-0.172399,-0.423409
-1.088984,-0.210634,-0.455268
-1.172260,-0.257156,-0.496802
-1.255972,-0.311213,-0.549376
-1.337538,-0.371731,-0.614032
-1.417712,-0.437126,-0.691281
-1.488458,-0.505825,-0.781391
-1.556001,-0.575597,-0.883299
