V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-4328823.409017,-4333961.429282,27689.075593,-48.216300,-48.121390,-0.057670
-4332996.143453,-4338139.151308,27715.767241,-48.275930,-48.216300,-0.056760
-4336155.265743,-4341302.064376,27735.974751,-48.294840,-48.275930,-0.057360
-4338614.242395,-4343763.978738,27751.703572,-48.292430,-48.294840,-0.058730
-4341373.915211,-4346526.910481,27769.355457,-48.309330,-48.292430,-0.058370
-4344753.727722,-4349910.726881,27790.974786,-48.333350,-48.309330,-0.056910
-4348757.338784,-4353919.065071,27816.584223,-48.380670,-48.333350,-0.056420
-4353110.328417,-4358277.192906,27844.428155,-48.459210,-48.380670,-0.057300
-4358722.464231,-4363896.005534,27880.325950,-48.521350,-48.459210,-0.057080
-4365053.408971,-4370234.488785,27920.822215,-48.561120,-48.521350,-0.056110
-4371041.990331,-4376230.171937,27959.128905,-48.601440,-48.561120,-0.055220
-4376715.042441,-4381909.896618,27995.416426,-48.708450,-48.601440,-0.054730
-4382100.063280,-4387301.320354,28029.862108,-48.804010,-48.708450,-0.054970
-4387265.323163,-4392472.746908,28062.901787,-48.861540,-48.804010,-0.053730
-4391117.489275,-4396329.504606,28087.542842,-48.901430,-48.861540,-0.052910
-4393742.802854,-4398957.950987,28104.336270,-48.923090,-48.901430,-0.052150
-4396677.576628,-4401896.205824,28123.108591,-48.947740,-48.923090,-0.051320
-4400495.747172,-4405718.916232,28147.531972,-48.967230,-48.947740,-0.051750
-4405214.472890,-4410443.243685,28177.715179,-48.980690,-48.967230,-0.052000
-4409859.305704,-4415093.529989,28207.425786,-49.057170,-48.980690,-0.052530
-4414603.126811,-4419842.957206,28237.769453,-49.157360,-49.057170,-0.051870
-4419659.808318,-4424905.663187,28270.115079,-49.238370,-49.157360,-0.050420
-4424651.456280,-4429903.290336,28302.045064,-49.260000,-49.238370,-0.048510
-4429411.242396,-4434668.725370,28332.491567,-49.285450,-49.260000,-0.047850
-4433440.821535,-4438703.076374,28358.266973,-49.320080,-49.285450,-0.048630
-4437139.855066,-4442406.463370,28381.927112,-49.391690,-49.320080,-0.049430
-4441275.539913,-4446547.047548,28408.380841,-49.475510,-49.391690,-0.050030
-4445963.627910,-4451240.751283,28438.368690,-49.508860,-49.475510,-0.048270
-4450855.357235,-4456138.315258,28469.659752,-49.507590,-49.508860,-0.046210
-4455264.951982,-4460553.093196,28497.866650,-49.562740,-49.507590,-0.045940
-4459546.560113,-4464839.763686,28525.253830,-49.634700,-49.562740,-0.045690
-4464574.075637,-4469873.235470,28557.412297,-49.720010,-49.634700,-0.045830
-4469515.036945,-4474820.094547,28589.017442,-49.772880,-49.720010,-0.044970
-4474450.089605,-4479761.030860,28620.584994,-49.795530,-49.772880,-0.044160
-4478953.485013,-4484269.749942,28649.391896,-49.844080,-49.795530,-0.044370
-4483074.736583,-4488395.888307,28675.753842,-49.894600,-49.844080,-0.043000
-4486470.818080,-4491795.982162,28697.478311,-49.965610,-49.894600,-0.042120
-4489534.066160,-4494862.876911,28717.073853,-50.024590,-49.965610,-0.040230
-4492437.668852,-4497769.962818,28735.649337,-50.050970,-50.024590,-0.037850
-4495357.962397,-4500693.763524,28754.332250,-50.028860,-50.050970,-0.034540
-4497923.223239,-4503262.027013,28770.744330,-50.055320,-50.028860,-0.031110
-4499758.791122,-4505099.753832,28782.489276,-50.097100,-50.055320,-0.027660
-4501962.703973,-4507306.254192,28796.590229,-50.170340,-50.097100,-0.023600
-4503024.206436,-4508369.055587,28803.384638,-50.207220,-50.170340,-0.018840
-4503808.807308,-4509154.636141,28808.408353,-50.186430,-50.207220,-0.013360
-4504046.291611,-4509392.391209,28809.932546,-50.189050,-50.186430,-0.008550
-4504560.736963,-4509907.486478,28813.228442,-50.140330,-50.189050,-0.004090
-4505542.771908,-4510890.622358,28819.514647,-50.164550,-50.140330,0.001310
-4505632.449743,-4510980.389273,28820.092596,-50.201980,-50.164550,0.007200
-4506080.886525,-4511429.344211,28822.965778,-50.255130,-50.201980,0.010700
-4505664.643507,-4511012.653313,28820.307470,-50.266050,-50.255130,0.014530
-4504515.408536,-4509862.114064,28812.961339,-50.208030,-50.266050,0.018610
-4502457.642770,-4507801.877707,28799.803954,-50.185960,-50.208030,0.024460
-4500319.773769,-4505661.479424,28786.134293,-50.151310,-50.185960,0.031270
-4499243.615972,-4504584.024091,28779.256593,-50.139090,-50.151310,0.035300
-4498160.602427,-4503499.718327,28772.333541,-50.133330,-50.139090,0.039970
-4497747.809135,-4503086.422345,28769.698166,-50.137660,-50.133330,0.044480
-4497930.410696,-4503269.235338,28770.871143,-50.153630,-50.137660,0.050510
-4498565.985640,-4503905.599524,28774.942338,-50.127710,-50.153630,0.056040
-4498858.781931,-4504198.709525,28776.820632,-50.139080,-50.127710,0.060680
-4497839.087928,-4503177.787581,28770.302979,-50.167060,-50.139080,0.066470
-4496321.222593,-4501658.124337,28760.599021,-50.192030,-50.167060,0.072130
-4494453.652688,-4499788.382595,28748.658495,-50.173710,-50.192030,0.077330
-4491485.935954,-4496817.195465,28729.680899,-50.100880,-50.173710,0.082260
-4487664.114764,-4492990.821405,28705.239975,-50.041400,-50.100880,0.086100
-4483542.076030,-4488863.849880,28678.878427,-50.029910,-50.041400,0.090870
-4480476.558258,-4485794.720289,28659.275846,-49.984930,-50.029910,0.097700
-4478353.904714,-4483669.538361,28645.704524,-49.953680,-49.984930,0.104740
-4476142.900876,-4481455.913247,28631.568394,-49.914900,-49.953680,0.110430
-4474406.229561,-4479717.145223,28620.464896,-49.913930,-49.914900,0.116320
-4472199.102956,-4477507.396282,28606.352463,-49.916910,-49.913930,0.121040
-4469440.886732,-4474745.921787,28588.714659,-49.900270,-49.916910,0.126110
-4465495.991112,-4470796.347581,28563.486534,-49.884350,-49.900270,0.131070
-4460852.840867,-4466147.728541,28533.792762,-49.822600,-49.884350,0.136300
-4456551.872085,-4461841.670089,28506.288105,-49.747410,-49.822600,0.143080
-4452163.519618,-4457448.111870,28478.224986,-49.668360,-49.747410,0.150350
-4447516.982420,-4452796.021205,28448.510247,-49.625360,-49.668360,0.156870
-4443127.549578,-4448401.331755,28420.439164,-49.632240,-49.625360,0.163440
-4439028.045481,-4444296.992365,28394.222736,-49.610600,-49.632240,0.169400
-4434279.070503,-4439542.431762,28363.852152,-49.531720,-49.610600,0.174850
-4428681.688195,-4433938.388421,28328.054165,-49.472470,-49.531720,0.180380
-4422376.584336,-4427625.805529,28287.729811,-49.411810,-49.472470,0.185340
-4416543.560238,-4421785.876254,28250.425489,-49.326040,-49.411810,0.191350
-4410845.369870,-4416080.893114,28213.983667,-49.276490,-49.326040,0.198730
-4404482.230253,-4409710.214100,28173.289482,-49.208870,-49.276490,0.206290
-4398206.614233,-4403427.128356,28133.154352,-49.162520,-49.208870,0.214070
-4391271.019121,-4396483.310505,28088.798022,-49.111710,-49.162520,0.220090
-4384455.656355,-4389659.903200,28045.210114,-49.008350,-49.111710,0.226140
-4377175.682479,-4382371.272664,27998.650421,-48.927060,-49.008350,0.232360
-4370024.949071,-4375212.057443,27952.917193,-48.834410,-48.927060,0.239280
-4363103.072473,-4368281.940987,27908.648191,-48.771990,-48.834410,0.244980
-4356012.178685,-4361182.636865,27863.297706,-48.695990,-48.771990,0.251360
-4349321.709936,-4354484.201447,27820.508576,-48.652510,-48.695990,0.257570
-4342306.658875,-4347460.864030,27775.644097,-48.565710,-48.652510,0.263640
-4335032.913659,-4340178.488595,27729.124761,-48.473100,-48.565710,0.271010
-4327109.634039,-4332245.780899,27678.450893,-48.407890,-48.473100,0.278550
-4319494.820314,-4324621.944846,27629.750584,-48.325120,-48.407890,0.286270
-4312537.323140,-4317656.199850,27585.254231,-48.231950,-48.325120,0.294030
-4305503.574695,-4310614.096486,27540.270507,-48.144510,-48.231950,0.299750
-4297739.704465,-4302840.988645,27490.615447,-48.079460,-48.144510,0.306440
-4289155.690141,-4294246.770497,27435.714704,-48.028920,-48.079460,0.313210
-4280356.826601,-4285437.484405,27379.440055,-47.960030,-48.028920,0.320400
-4271067.223004,-4276136.916705,27320.026814,-47.827130,-47.960030,0.328060
-4261413.250501,-4266471.496208,27258.283050,-47.679780,-47.827130,0.334790
-4251665.873246,-4256712.508626,27195.941260,-47.578560,-47.679780,0.341530
-4242611.586416,-4247647.468029,27138.032808,-47.480660,-47.578560,0.348730
-4234407.289159,-4239433.410950,27085.561535,-47.406020,-47.480660,0.355780
-4225887.954579,-4230903.965406,27031.074994,-47.330750,-47.406020,0.363250
-4216918.851499,-4221924.225995,26973.711663,-47.243570,-47.330750,0.370290
-4207275.966439,-4212269.900532,26912.038318,-47.154180,-47.243570,0.377610
-4196754.447318,-4201735.924059,26844.744874,-47.031690,-47.154180,0.385200
-4185806.237989,-4190774.724653,26774.722239,-46.903230,-47.031690,0.391490
-4174495.667423,-4179450.723701,26702.381513,-46.783210,-46.903230,0.397540
-4163323.045415,-4168264.850812,26630.923532,-46.649320,-46.783210,0.404640
-4152422.896574,-4157351.746933,26561.208801,-46.534630,-46.649320,0.412720
-4141262.518505,-4146178.120471,26489.830001,-46.421210,-46.534630,0.421260
-4130695.406050,-4135598.462620,26422.245867,-46.308710,-46.421210,0.429850
-4119938.147032,-4124828.437447,26353.445420,-46.199020,-46.308710,0.437520
-4108683.186487,-4113560.136952,26281.460974,-46.062230,-46.199020,0.444730
-4096782.927565,-4101645.718095,26205.348485,-45.967300,-46.062230,0.451770
-4084057.260493,-4088904.976037,26123.956447,-45.839950,-45.967300,0.459240
-4071448.712019,-4076281.481764,26043.313973,-45.691720,-45.839950,0.466160
-4057793.428183,-4062609.999481,25955.976069,-45.536740,-45.691720,0.473680
-4043953.929131,-4048754.077352,25867.459813,-45.371960,-45.536740,0.481900
-4030226.011744,-4035009.837442,25779.657323,-45.243590,-45.371960,0.489710
-4017077.608064,-4021845.856538,25695.561591,-45.078840,-45.243590,0.497450
-4004396.259875,-4009149.436882,25614.452800,-44.938040,-45.078840,0.503880
-3991275.042869,-3996012.641517,25530.530376,-44.797570,-44.938040,0.510020
-3978684.374672,-3983407.007708,25450.000973,-44.680920,-44.797570,0.517550
-3966080.729598,-3970788.422136,25369.389817,-44.545710,-44.680920,0.523820
-3953397.776659,-3958090.432416,25288.271204,-44.388850,-44.545710,0.530860
-3940128.047959,-3944804.929970,25203.399393,-44.259080,-44.388850,0.539000
-3926322.961780,-3930983.465726,25115.103747,-44.119920,-44.259080,0.547480
-3912312.800155,-3916956.681404,25025.496152,-43.974010,-44.119920,0.555950
-3898446.098405,-3903073.530623,24936.805959,-43.818340,-43.974010,0.563470
-3884337.205368,-3888947.907461,24846.566295,-43.647790,-43.818340,0.570270
-3870010.954136,-3874604.646398,24754.935777,-43.476580,-43.647790,0.576980
-3855454.561804,-3860030.934231,24661.832871,-43.355210,-43.476580,0.583320
-3840646.555475,-3845205.381319,24567.120813,-43.199320,-43.355210,0.590150
-3826783.573418,-3831325.950025,24478.453645,-43.038200,-43.199320,0.597360
-3812513.659243,-3817039.112829,24387.183806,-42.867200,-43.038200,0.604190
-3797842.962165,-3802351.008342,24293.350241,-42.679770,-42.867200,0.610860
-3782542.871813,-3787032.688470,24195.489797,-42.571740,-42.679770,0.617580
-3767926.536006,-3772399.039541,24102.003699,-42.423130,-42.571740,0.624060
-3754259.514105,-3758715.833593,24014.589700,-42.240460,-42.423130,0.630790
-3740009.524448,-3744448.943254,23923.447159,-42.036010,-42.240460,0.636550
-3725179.921178,-3729601.665476,23828.596073,-41.911510,-42.036010,0.642910
-3710260.185617,-3714664.218633,23733.168919,-41.786620,-41.911510,0.649670
-3696530.006193,-3700917.764910,23645.350976,-41.640540,-41.786620,0.656500
-3682456.998404,-3686828.095058,23555.340514,-41.452450,-41.640540,0.663080
-3667884.943763,-3672238.738618,23462.137495,-41.264260,-41.452450,0.669410
-3652399.501621,-3656734.860656,23363.091681,-41.139100,-41.264260,0.675470
-3636983.997654,-3641301.075596,23264.493135,-40.992230,-41.139100,0.682270
-3621616.141408,-3625914.995739,23166.199731,-40.833210,-40.992230,0.688800
-3605478.461035,-3609758.202000,23062.981883,-40.626820,-40.833210,0.695460
-3588630.050534,-3592889.775639,22955.217587,-40.442000,-40.626820,0.701200
-3570899.326219,-3575138.003921,22841.809050,-40.257230,-40.442000,0.706270
-3553255.410860,-3557473.140649,22728.955854,-40.078570,-40.257230,0.710460
-3535374.882287,-3539571.405312,22614.589327,-39.884960,-40.078570,0.715920
-3517751.942026,-3521927.568312,22501.870996,-39.666640,-39.884960,0.722760
-3500054.017396,-3504208.622681,22388.673446,-39.466910,-39.666640,0.729840
-3483050.495848,-3487184.914713,22279.917027,-39.266530,-39.466910,0.736660
-3466986.759153,-3471102.085092,22177.171608,-39.098110,-39.266530,0.741180
-3450811.230375,-3454907.365540,22073.710215,-38.915360,-39.098110,0.745540
-3434717.959165,-3438794.960455,21970.774248,-38.766180,-38.915360,0.750090
-3418345.953192,-3422403.531983,21866.055754,-38.610530,-38.766180,0.755000
-3402334.221070,-3406372.842569,21763.641468,-38.401510,-38.610530,0.760100
-3385999.910273,-3390019.135277,21659.164024,-38.203970,-38.401510,0.762290
-3369421.488538,-3373421.022110,21553.124180,-38.017780,-38.203970,0.764940
-3352998.455645,-3356978.472553,21448.078500,-37.857800,-38.017780,0.768880
-3337100.778785,-3341061.932138,21346.394146,-37.688740,-37.857800,0.773880
-3321238.888188,-3325181.222361,21244.938699,-37.515860,-37.688740,0.779600
-3305200.465065,-3309123.781051,21142.354188,-37.317340,-37.515860,0.783870
-3289140.678791,-3293044.902434,21039.631795,-37.156040,-37.317340,0.787300
-3272723.440278,-3276608.196322,20934.622780,-36.971460,-37.156040,0.790320
-3256076.095296,-3259941.080564,20828.141435,-36.798970,-36.971460,0.792750
-3239207.226389,-3243052.190080,20720.243193,-36.626300,-36.798970,0.794880
-3222905.686493,-3226731.326179,20615.974097,-36.429400,-36.626300,0.798250
-3206705.584100,-3210512.009331,20512.354192,-36.215290,-36.429400,0.802030
-3189670.177323,-3193456.345206,20403.391246,-36.039130,-36.215290,0.805130
-3172240.306004,-3176005.756418,20291.904190,-35.892470,-36.039130,0.808230
-3155285.431299,-3159030.779258,20183.455917,-35.726430,-35.892470,0.810480
-3138846.439574,-3142572.332760,20078.307115,-35.499420,-35.726430,0.813680
-3122685.662260,-3126392.371359,19974.938012,-35.274080,-35.499420,0.816230
-3106799.438383,-3110487.249281,19873.324152,-35.091960,-35.274080,0.818100
-3091296.763259,-3094966.135422,19774.163122,-34.947500,-35.091960,0.818810
-3075941.713714,-3079592.843682,19675.945805,-34.819450,-34.947500,0.819420
-3059978.948618,-3063611.154480,19573.841435,-34.670400,-34.819450,0.820560
-3043751.742730,-3047364.736900,19470.045880,-34.468620,-34.670400,0.821990
-3027562.785521,-3031156.582305,19366.495239,-34.252150,-34.468620,0.822920
-3011168.023307,-3014742.362655,19261.627729,-34.029560,-34.252150,0.823670
-2995144.996323,-2998700.257768,19159.137519,-33.866630,-34.029560,0.823640
-2979416.590798,-2982953.149988,19058.531508,-33.741840,-33.866630,0.824370
-2964135.781708,-2967654.237937,18960.788687,-33.577930,-33.741840,0.825320
-2948597.070983,-2952097.099037,18861.396510,-33.400370,-33.577930,0.825070
-2932620.047355,-2936101.129419,18759.199858,-33.203780,-33.400370,0.825510
-2916986.903366,-2920449.427583,18659.202970,-33.009640,-33.203780,0.824860
-2902295.192637,-2905740.263332,18565.227395,-32.830160,-33.009640,0.823970
-2887850.959275,-2891278.863934,18472.834426,-32.673970,-32.830160,0.823320
-2873469.661712,-2876880.476735,18380.843792,-32.532760,-32.673970,0.822040
-2859279.239386,-2862673.193035,18290.073908,-32.416900,-32.532760,0.820540
-2845404.752647,-2848782.297482,18201.325047,-32.236580,-32.416900,0.819590
-2831574.181814,-2834935.321070,18112.857327,-32.045860,-32.236580,0.817740
-2816864.763860,-2820208.419121,18018.767340,-31.879680,-32.045860,0.816500
-2802030.985465,-2805357.004366,17923.881347,-31.743390,-31.879680,0.815220
-2787057.268658,-2790365.518410,17828.100385,-31.604930,-31.743390,0.812650
-2772553.801946,-2775844.871371,17735.326520,-31.429020,-31.604930,0.809660
-2758217.113500,-2761491.183958,17643.619982,-31.238510,-31.429020,0.805400
-2744285.811290,-2747543.348576,17554.505791,-31.039770,-31.238510,0.802840
-2730965.580572,-2734207.251404,17469.300761,-30.902200,-31.039770,0.800100
-2717438.238671,-2720663.837123,17382.770716,-30.778540,-30.902200,0.797680
-2704340.860646,-2707550.901656,17298.990561,-30.665230,-30.778540,0.794890
-2691101.072932,-2694295.425152,17214.299511,-30.531690,-30.665230,0.791670
-2677499.955970,-2680678.227741,17127.296914,-30.326770,-30.531690,0.788270
-2663499.216539,-2666660.839785,17037.737803,-30.155090,-30.326770,0.783240
-2648863.676873,-2652007.906225,16944.117447,-30.007730,-30.155090,0.778500
-2635325.632854,-2638453.791563,16857.517425,-29.857840,-30.007730,0.773740
-2621913.735703,-2625025.971504,16771.724633,-29.718490,-29.857840,0.769590
-2603646.044371,-2606736.627602,16654.871700,-29.541840,-29.718490,0.766360
-2564273.385669,-2567317.193429,16403.020261,-29.409810,-29.541840,0.761840
-2484265.597564,-2487214.455827,15891.244233,-29.247840,-29.409810,0.757680
-2343040.523469,-2345822.092992,14987.892190,-28.775510,-29.247840,0.752920
-2114087.956235,-2116598.837768,13523.396715,-27.219190,-28.775510,0.747470
-1752905.644442,-1754989.110923,11213.097611,-24.369410,-27.219190,0.743030
-1225430.853319,-1226889.604260,7839.113038,-20.109480,-24.369410,0.738460
-535692.756033,-536334.608100,3427.217967,-14.127040,-20.109480,0.735130
269431.949955,269742.764546,-1722.729274,-5.143720,-14.127040,0.732620
1109797.310256,1111103.022267,-7098.078470,6.421150,-5.143720,0.730530
1910267.822035,1912522.843740,-12218.235738,18.806940,6.421150,0.727250
2580354.438249,2583406.704777,-16504.404093,29.364790,18.806940,0.719870
3050010.961328,3053624.513321,-19508.543791,35.990680,29.364790,0.709770
3282386.495904,3286279.194778,-20994.928729,39.328860,35.990680,0.698050
3292149.387702,3296056.683273,-21057.385829,39.622480,39.328860,0.688220
3131584.905714,3135303.748823,-20030.351226,37.818820,39.622480,0.680100
2847712.299020,2851095.827630,-18214.582872,34.368440,37.818820,0.670990
2485956.952402,2488911.960982,-15900.640561,30.064490,34.368440,0.661270
2077906.148188,2080377.266067,-13290.570904,25.315860,30.064490,0.652290
