N,a,p,iss,reg,in_connectivity,rc_connectivity,load_time,init_time,states_time,train_time,test_time,mae,mse,rmse,nrmse,r2,max_err,iter_time
1500,0.7,1.3,0.4,0.0004,1.0,0.003,0.06199999991804361,1.5160000000614673,51.718000000109896,2.172000000020489,15.093999999808148,0.1729349163076393,0.055908720814393374,0.23645025018889992,0.6461832688175038,0.5824471440309982,0.6627524459162788,70.56199999991804
1500,0.76,1.14,0.4,0.0004,1.0,0.003,0.06299999984912574,1.5,52.10900000017136,2.0,15.077999999979511,0.22386834499269856,0.0778420209549887,0.27900182966243914,0.7624703892396337,0.41863885113632093,0.6765863340479219,70.75
1500,0.88,0.9,1.04,0.0004,1.0,0.003,0.06300000008195639,1.547000000020489,52.875,2.218000000109896,15.312999999849126,0.23956341519547572,0.09066655695597654,0.30110887890591426,0.8228856577058157,0.32285913098376895,1.3629357928300354,72.01600000006147
1500,0.82,0.9,1.04,0.0004,1.0,0.003,0.06199999991804361,1.5310000001918525,52.14099999982864,1.672000000020489,15.547000000020489,0.2159189966319499,0.0942667387830455,0.3070288891668755,0.8390641628197032,0.2959712647975452,1.294336335328432,70.95299999997951
1500,0.7,1.22,0.4,0.0004,1.0,0.003,0.06300000008195639,1.5309999999590218,51.5,2.344000000040978,15.155999999959022,0.29233082862482884,0.1204512047921325,0.34706080849345766,0.948465427850396,0.10041324800058815,1.6135384680756655,70.59400000004098
1500,0.82,0.9,1.2,0.0004,1.0,0.003,0.06200000015087426,1.531999999890104,51.90599999995902,2.202999999979511,15.577999999979511,0.32766055797978,0.17211336363527124,0.4148654765526667,1.1337654730505273,-0.2854242681552688,1.2755627680716675,71.28099999995902
1500,0.82,1.3,0.4,0.0004,1.0,0.003,0.0779999999795109,1.5620000001508743,52.95399999991059,2.25,15.108999999938533,0.26865100476466797,0.1938492324991934,0.4402831276567311,1.203228122647919,-0.4477580505937657,8.741778752694911,71.95299999997951
1500,0.76,1.22,0.4,0.0004,1.0,0.003,0.06200000015087426,1.5469999997876585,51.90600000019185,1.656999999890104,15.327999999979511,0.26766349246398186,0.20773993082019726,0.4557849611606303,1.2455923216209024,-0.5515003768507776,1.9894636716151626,70.5
1500,0.7,0.9,0.72,0.0004,1.0,0.003,0.0779999999795109,1.547000000020489,51.85899999993853,1.7190000000409782,14.827999999979511,0.4207131551335779,0.23944702990146055,0.4893332503534381,1.3372747924853852,-0.7883040379437569,1.233662913978294,70.03099999995902
1500,0.82,0.9,0.88,0.0004,1.0,0.003,0.06299999984912574,1.577999999979511,52.42200000002049,2.25,15.077999999979511,0.4100756791145036,0.24561800132495118,0.49559862926056525,1.3543971385998566,-0.8343917806867147,1.3823061773094676,71.4069999998901
