file_N:26,train,seed:None,percent:5025,measured,n:3,N:4
t,I,V,V'
1005.0,0.22891,-29.63502,-29.64337
1005.01,0.2286,-29.64337,-29.65553
1005.02,0.22859,-29.65553,-29.66805
1005.03,0.22862,-29.66805,-29.66919
1005.0400000000001,0.22827,-29.66919,-29.66926
1005.0500000000001,0.22788,-29.66926,-29.67095
1005.0600000000001,0.2271,-29.67095,-29.6728
1005.07,0.22628,-29.6728,-29.68378
1005.08,0.22532,-29.68378,-29.69562
1005.09,0.22435,-29.69562,-29.69462
1005.1,0.22402,-29.69462,-29.69241
1005.11,0.22376,-29.69241,-29.69137
1005.12,0.22337,-29.69137,-29.69045
1005.13,0.22297,-29.69045,-29.70056
1005.14,0.22233,-29.70056,-29.71173
1005.15,0.22167,-29.71173,-29.70364
1005.16,0.22115,-29.70364,-29.69373
1005.1700000000001,0.22065,-29.69373,-29.69775
1005.1800000000001,0.22058,-29.69775,-29.70308
1005.19,0.22056,-29.70308,-29.69719
1005.2,0.2205,-29.69719,-29.69024
1005.21,0.22043,-29.69024,-29.68505
1005.22,0.22009,-29.68505,-29.68003
1005.23,0.21973,-29.68003,-29.67574
1005.24,0.21943,-29.67574,-29.67151
1005.25,0.21913,-29.67151,-29.68979
1005.26,0.21887,-29.68979,-29.7102
1005.27,0.21861,-29.7102,-29.71542
1005.28,0.21807,-29.71542,-29.7192
1005.2900000000001,0.21751,-29.7192,-29.73682
1005.3000000000001,0.21698,-29.73682,-29.75574
1005.3100000000001,0.21645,-29.75574,-29.77304
1005.32,0.21599,-29.77304,-29.79018
1005.33,0.21554,-29.79018,-29.79202
1005.34,0.21469,-29.79202,-29.79242
1005.35,0.21382,-29.79242,-29.8084
1005.36,0.2131,-29.8084,-29.82585
1005.37,0.2124,-29.82585,-29.82498
1005.38,0.21201,-29.82498,-29.82237
1005.39,0.21164,-29.82237,-29.82934
1005.4,0.21111,-29.82934,-29.83722
1005.41,0.21058,-29.83722,-29.85935
1005.4200000000001,0.21022,-29.85935,-29.88283
1005.4300000000001,0.20987,-29.88283,-29.86602
1005.44,0.20976,-29.86602,-29.84537
1005.45,0.20967,-29.84537,-29.84425
1005.46,0.20967,-29.84425,-29.84497
1005.47,0.20968,-29.84497,-29.84167
1005.48,0.20962,-29.84167,-29.83799
1005.49,0.20955,-29.83799,-29.83485
1005.5,0.20892,-29.83485,-29.83176
1005.51,0.20823,-29.83176,-29.84003
1005.52,0.20785,-29.84003,-29.84938
1005.53,0.2075,-29.84938,-29.86035
1005.5400000000001,0.20739,-29.86035,-29.87148
1005.5500000000001,0.20732,-29.87148,-29.89416
1005.5600000000001,0.207,-29.89416,-29.91794
1005.57,0.20666,-29.91794,-29.94046
1005.58,0.20636,-29.94046,-29.96285
1005.59,0.20607,-29.96285,-29.96926
1005.6,0.20582,-29.96926,-29.97415
1005.61,0.20557,-29.97415,-29.98279
1005.62,0.20522,-29.98279,-29.99179
1005.63,0.20486,-29.99179,-29.98508
1005.64,0.20434,-29.98508,-29.97687
1005.65,0.20381,-29.97687,-29.96634
1005.66,0.20315,-29.96634,-29.95559
1005.6700000000001,0.20249,-29.95559,-29.95099
1005.6800000000001,0.20223,-29.95099,-29.94698
1005.69,0.202,-29.94698,-29.95378
1005.7,0.20167,-29.95378,-29.9616
1005.71,0.20133,-29.9616,-29.97088
1005.72,0.20131,-29.97088,-29.98029
1005.73,0.20132,-29.98029,-30.00041
1005.74,0.20104,-30.00041,-30.02154
1005.75,0.20073,-30.02154,-30.05064
1005.76,0.20042,-30.05064,-30.0805
1005.77,0.2001,-30.0805,-30.09968
1005.78,0.19985,-30.09968,-30.11785
1005.7900000000001,0.19961,-30.11785,-30.11528
1005.8000000000001,0.19918,-30.11528,-30.11074
1005.8100000000001,0.19873,-30.11074,-30.11713
1005.82,0.19803,-30.11713,-30.12456
1005.83,0.19731,-30.12456,-30.13382
1005.84,0.19678,-30.13382,-30.14325
1005.85,0.19627,-30.14325,-30.13516
1005.86,0.19555,-30.13516,-30.1254
1005.87,0.19482,-30.1254,-30.11935
