file_N:17,train,seed:None,percent:10000,measured,n:1,N:2
t,I,V,I',V'
0.0,-0.04099,-66.48706,-0.04101,-66.48702
0.01,-0.04101,-66.48702,-0.04106,-66.48669
0.02,-0.04106,-66.48669,-0.04107,-66.48075
0.03,-0.04107,-66.48075,-0.04107,-66.4737
0.04,-0.04107,-66.4737,-0.04138,-66.48416
0.05,-0.04138,-66.48416,-0.04175,-66.49808
0.06,-0.04175,-66.49808,-0.04196,-66.50207
0.07,-0.04196,-66.50207,-0.04215,-66.50411
0.08,-0.04215,-66.50411,-0.04201,-66.49843
0.09,-0.04201,-66.49843,-0.04181,-66.49123
0.1,-0.04181,-66.49123,-0.04179,-66.48512
0.11,-0.04179,-66.48512,-0.04181,-66.47922
0.12,-0.04181,-66.47922,-0.04167,-66.47973
0.13,-0.04167,-66.47973,-0.04151,-66.48149
0.14,-0.04151,-66.48149,-0.04156,-66.48493
0.15,-0.04156,-66.48493,-0.04165,-66.48869
0.16,-0.04165,-66.48869,-0.04167,-66.4961
0.17,-0.04167,-66.4961,-0.04167,-66.50422
0.18,-0.04167,-66.50422,-0.04172,-66.51645
0.19,-0.04172,-66.51645,-0.04178,-66.5295
0.2,-0.04178,-66.5295,-0.04192,-66.54056
0.21,-0.04192,-66.54056,-0.04206,-66.55123
0.22,-0.04206,-66.55123,-0.04218,-66.55517
0.23,-0.04218,-66.55517,-0.04228,-66.55778
0.24,-0.04228,-66.55778,-0.04228,-66.53839
0.25,-0.04228,-66.53839,-0.04225,-66.51465
0.26,-0.04225,-66.51465,-0.04221,-66.50463
0.27,-0.04221,-66.50463,-0.04217,-66.49733
0.28,-0.04217,-66.49733,-0.04223,-66.48505
0.29,-0.04223,-66.48505,-0.0423,-66.47179
0.3,-0.0423,-66.47179,-0.04217,-66.45124
0.31,-0.04217,-66.45124,-0.04201,-66.42924
0.32,-0.04201,-66.42924,-0.04169,-66.42775
0.33,-0.04169,-66.42775,-0.04135,-66.43033
0.34,-0.04135,-66.43033,-0.04131,-66.42795
0.35000000000000003,-0.04131,-66.42795,-0.04132,-66.42458
0.36,-0.04132,-66.42458,-0.04125,-66.43551
0.37,-0.04125,-66.43551,-0.04116,-66.44928
0.38,-0.04116,-66.44928,-0.04124,-66.46873
0.39,-0.04124,-66.46873,-0.04135,-66.48931
0.4,-0.04135,-66.48931,-0.04146,-66.49223
0.41000000000000003,-0.04146,-66.49223,-0.04156,-66.49166
0.42,-0.04156,-66.49166,-0.04157,-66.49202
0.43,-0.04157,-66.49202,-0.04156,-66.49256
0.44,-0.04156,-66.49256,-0.04181,-66.48547
0.45,-0.04181,-66.48547,-0.04211,-66.47687
0.46,-0.04211,-66.47687,-0.04209,-66.46173
0.47000000000000003,-0.04209,-66.46173,-0.042,-66.4453
0.48,-0.042,-66.4453,-0.04209,-66.44138
0.49,-0.04209,-66.44138,-0.04223,-66.43995
0.5,-0.04223,-66.43995,-0.04222,-66.43384
0.51,-0.04222,-66.43384,-0.0422,-66.4268
0.52,-0.0422,-66.4268,-0.04197,-66.42932
0.53,-0.04197,-66.42932,-0.0417,-66.43373
0.54,-0.0417,-66.43373,-0.04165,-66.4305
0.55,-0.04165,-66.4305,-0.04164,-66.42576
0.56,-0.04164,-66.42576,-0.04127,-66.4302
0.5700000000000001,-0.04127,-66.4302,-0.04083,-66.43646
0.58,-0.04083,-66.43646,-0.04052,-66.4393
0.59,-0.04052,-66.4393,-0.04025,-66.44146
0.6,-0.04025,-66.44146,-0.04041,-66.43298
0.61,-0.04041,-66.43298,-0.04066,-66.42237
0.62,-0.04066,-66.42237,-0.04049,-66.42351
0.63,-0.04049,-66.42351,-0.04023,-66.42698
0.64,-0.04023,-66.42698,-0.04024,-66.42576
0.65,-0.04024,-66.42576,-0.04029,-66.42362
0.66,-0.04029,-66.42362,-0.04047,-66.41798
0.67,-0.04047,-66.41798,-0.04067,-66.41166
0.68,-0.04067,-66.41166,-0.04075,-66.40372
0.6900000000000001,-0.04075,-66.40372,-0.04081,-66.39547
0.7000000000000001,-0.04081,-66.39547,-0.04112,-66.37692
0.71,-0.04112,-66.37692,-0.04147,-66.35633
0.72,-0.04147,-66.35633,-0.04157,-66.3435
0.73,-0.04157,-66.3435,-0.04161,-66.33222
0.74,-0.04161,-66.33222,-0.04176,-66.33555
0.75,-0.04176,-66.33555,-0.04192,-66.34177
0.76,-0.04192,-66.34177,-0.042,-66.353
0.77,-0.042,-66.353,-0.04207,-66.36522
0.78,-0.04207,-66.36522,-0.04205,-66.38682
0.79,-0.04205,-66.38682,-0.04203,-66.41028
0.8,-0.04203,-66.41028,-0.04169,-66.43418
0.81,-0.04169,-66.43418,-0.0413,-66.45815
0.8200000000000001,-0.0413,-66.45815,-0.04116,-66.48153
0.8300000000000001,-0.04116,-66.48153,-0.04108,-66.50478
0.84,-0.04108,-66.50478,-0.04099,-66.50975
0.85,-0.04099,-66.50975,-0.04089,-66.51109
0.86,-0.04089,-66.51109,-0.04085,-66.51152
0.87,-0.04085,-66.51152,-0.04081,-66.51177
0.88,-0.04081,-66.51177,-0.04088,-66.49233
0.89,-0.04088,-66.49233,-0.04097,-66.46898
0.9,-0.04097,-66.46898,-0.04099,-66.46205
0.91,-0.04099,-66.46205,-0.041,-66.45838
0.92,-0.041,-66.45838,-0.04089,-66.46345
0.93,-0.04089,-66.46345,-0.04076,-66.47025
0.9400000000000001,-0.04076,-66.47025,-0.04074,-66.46748
0.9500000000000001,-0.04074,-66.46748,-0.04074,-66.46281
0.96,-0.04074,-66.46281,-0.04064,-66.47166
0.97,-0.04064,-66.47166,-0.04054,-66.4832
0.98,-0.04054,-66.4832,-0.04035,-66.48702
0.99,-0.04035,-66.48702,-0.04016,-66.4893
1.0,-0.04016,-66.4893,-0.03978,-66.48155
1.01,-0.03978,-66.48155,-0.03937,-66.47181
1.02,-0.03937,-66.47181,-0.03898,-66.47839
1.03,-0.03898,-66.47839,-0.0386,-66.48821
1.04,-0.0386,-66.48821,-0.03845,-66.47629
1.05,-0.03845,-66.47629,-0.03834,-66.46004
1.06,-0.03834,-66.46004,-0.03844,-66.4528
1.07,-0.03844,-66.4528,-0.03859,-66.44735
1.08,-0.03859,-66.44735,-0.03886,-66.45449
1.09,-0.03886,-66.45449,-0.03916,-66.46413
1.1,-0.03916,-66.46413,-0.03947,-66.46229
1.11,-0.03947,-66.46229,-0.03979,-66.45816
1.12,-0.03979,-66.45816,-0.04051,-66.456
1.1300000000000001,-0.04051,-66.456,-0.0413,-66.45424
1.1400000000000001,-0.0413,-66.45424,-0.04197,-66.44709
1.1500000000000001,-0.04197,-66.44709,-0.04262,-66.43886
1.16,-0.04262,-66.43886,-0.04265,-66.42286
1.17,-0.04265,-66.42286,-0.04255,-66.4053
1.18,-0.04255,-66.4053,-0.0423,-66.39246
1.19,-0.0423,-66.39246,-0.04201,-66.38055
1.2,-0.04201,-66.38055,-0.04178,-66.39121
1.21,-0.04178,-66.39121,-0.04156,-66.40637
1.22,-0.04156,-66.40637,-0.04107,-66.41759
1.23,-0.04107,-66.41759,-0.04054,-66.42803
1.24,-0.04054,-66.42803,-0.04027,-66.45149
1.25,-0.04027,-66.45149,-0.04006,-66.47755
1.26,-0.04006,-66.47755,-0.03974,-66.50145
1.27,-0.03974,-66.50145,-0.03941,-66.52491
1.28,-0.03941,-66.52491,-0.03942,-66.53873
1.29,-0.03942,-66.53873,-0.03951,-66.55062
1.3,-0.03951,-66.55062,-0.03982,-66.54959
1.31,-0.03982,-66.54959,-0.04018,-66.54599
1.32,-0.04018,-66.54599,-0.04063,-66.51556
1.33,-0.04063,-66.51556,-0.04109,-66.47978
1.34,-0.04109,-66.47978,-0.04147,-66.45009
1.35,-0.04147,-66.45009,-0.04184,-66.42162
1.36,-0.04184,-66.42162,-0.04227,-66.40242
1.37,-0.04227,-66.40242,-0.04272,-66.38506
1.3800000000000001,-0.04272,-66.38506,-0.04268,-66.36457
1.3900000000000001,-0.04268,-66.36457,-0.04254,-66.34345
1.4000000000000001,-0.04254,-66.34345,-0.04288,-66.34125
1.41,-0.04288,-66.34125,-0.04332,-66.34284
1.42,-0.04332,-66.34284,-0.04342,-66.35104
1.43,-0.04342,-66.35104,-0.04345,-66.36057
1.44,-0.04345,-66.36057,-0.04341,-66.37693
1.45,-0.04341,-66.37693,-0.04335,-66.39465
1.46,-0.04335,-66.39465,-0.04304,-66.40112
1.47,-0.04304,-66.40112,-0.04268,-66.40535
1.48,-0.04268,-66.40535,-0.04268,-66.40561
1.49,-0.04268,-66.40561,-0.04276,-66.40508
1.5,-0.04276,-66.40508,-0.04273,-66.41354
1.51,-0.04273,-66.41354,-0.04268,-66.4238
1.52,-0.04268,-66.4238,-0.04251,-66.41926
1.53,-0.04251,-66.41926,-0.04232,-66.41176
1.54,-0.04232,-66.41176,-0.04213,-66.40411
1.55,-0.04213,-66.40411,-0.04195,-66.39643
1.56,-0.04195,-66.39643,-0.04225,-66.39806
1.57,-0.04225,-66.39806,-0.04265,-66.40154
1.58,-0.04265,-66.40154,-0.04297,-66.39371
1.59,-0.04297,-66.39371,-0.04327,-66.38362
1.6,-0.04327,-66.38362,-0.04343,-66.38504
1.61,-0.04343,-66.38504,-0.04355,-66.38875
1.62,-0.04355,-66.38875,-0.04357,-66.39277
1.6300000000000001,-0.04357,-66.39277,-0.04357,-66.39685
1.6400000000000001,-0.04357,-66.39685,-0.04334,-66.40905
1.6500000000000001,-0.04334,-66.40905,-0.04307,-66.42287
1.6600000000000001,-0.04307,-66.42287,-0.04282,-66.43697
1.67,-0.04282,-66.43697,-0.04258,-66.45112
1.68,-0.04258,-66.45112,-0.04215,-66.44908
1.69,-0.04215,-66.44908,-0.04169,-66.44379
1.7,-0.04169,-66.44379,-0.04129,-66.43435
1.71,-0.04129,-66.43435,-0.0409,-66.42408
1.72,-0.0409,-66.42408,-0.04075,-66.42012
1.73,-0.04075,-66.42012,-0.04065,-66.41743
1.74,-0.04065,-66.41743,-0.04038,-66.40549
1.75,-0.04038,-66.40549,-0.04006,-66.39171
1.76,-0.04006,-66.39171,-0.03972,-66.37975
1.77,-0.03972,-66.37975,-0.03938,-66.36815
1.78,-0.03938,-66.36815,-0.03961,-66.36248
1.79,-0.03961,-66.36248,-0.03996,-66.35799
1.8,-0.03996,-66.35799,-0.04006,-66.35766
1.81,-0.04006,-66.35766,-0.0401,-66.35818
1.82,-0.0401,-66.35818,-0.04049,-66.36039
1.83,-0.04049,-66.36039,-0.04094,-66.36295
1.84,-0.04094,-66.36295,-0.04144,-66.36383
1.85,-0.04144,-66.36383,-0.04194,-66.36438
1.86,-0.04194,-66.36438,-0.04224,-66.3626
1.87,-0.04224,-66.3626,-0.04249,-66.36035
1.8800000000000001,-0.04249,-66.36035,-0.04248,-66.37641
1.8900000000000001,-0.04248,-66.37641,-0.04242,-66.39612
1.9000000000000001,-0.04242,-66.39612,-0.042,-66.41446
1.9100000000000001,-0.042,-66.41446,-0.04152,-66.43253
1.92,-0.04152,-66.43253,-0.04123,-66.418
1.93,-0.04123,-66.418,-0.04098,-66.39695
1.94,-0.04098,-66.39695,-0.04106,-66.39668
1.95,-0.04106,-66.39668,-0.04121,-66.40058
1.96,-0.04121,-66.40058,-0.04141,-66.40244
1.97,-0.04141,-66.40244,-0.04161,-66.40389
1.98,-0.04161,-66.40389,-0.0419,-66.40293
1.99,-0.0419,-66.40293,-0.04221,-66.40147
2.0,-0.04221,-66.40147,-0.04249,-66.39431
2.0100000000000002,-0.04249,-66.39431,-0.04276,-66.386
2.02,-0.04276,-66.386,-0.04289,-66.37264
2.0300000000000002,-0.04289,-66.37264,-0.04299,-66.35825
