file_N:22,train,seed:None,percent:5275,measured,n:0, N:4
t,I,V,V'
0.0,-0.03918,-62.20087,-0.03903
0.01,-0.03903,-62.21676,-0.03895
0.02,-0.03895,-62.23662,-0.03922
0.03,-0.03922,-62.24502,-0.03957
0.04,-0.03957,-62.25115,-0.03998
0.05,-0.03998,-62.25867,-0.0404
0.06,-0.0404,-62.26646,-0.04114
0.07,-0.04114,-62.27183,-0.04194
0.08,-0.04194,-62.27672,-0.04229
0.09,-0.04229,-62.26162,-0.04255
0.1,-0.04255,-62.24256,-0.04276
0.11,-0.04276,-62.22844,-0.04295
0.12,-0.04295,-62.21529,-0.04248
0.13,-0.04248,-62.20147,-0.04188
0.14,-0.04188,-62.18752,-0.04134
0.15,-0.04134,-62.17811,-0.04081
0.16,-0.04081,-62.16961,-0.04051
0.17,-0.04051,-62.18021,-0.04024
0.18,-0.04024,-62.19459,-0.03998
0.19,-0.03998,-62.20385,-0.03972
0.2,-0.03972,-62.21209,-0.03927
0.21,-0.03927,-62.21972,-0.03879
0.22,-0.03879,-62.22724,-0.03869
0.23,-0.03869,-62.22933,-0.03867
0.24,-0.03867,-62.23036,-0.0387
0.25,-0.0387,-62.22256,-0.03873
0.26,-0.03873,-62.21302,-0.03923
0.27,-0.03923,-62.21676,-0.03983
0.28,-0.03983,-62.22313,-0.0403
0.29,-0.0403,-62.22104,-0.04074
0.3,-0.04074,-62.21728,-0.04117
0.31,-0.04117,-62.21842,-0.0416
0.32,-0.0416,-62.22053,-0.04186
0.33,-0.04186,-62.23216,-0.04208
0.34,-0.04208,-62.24566,-0.04208
0.35000000000000003,-0.04208,-62.26439,-0.04204
0.36,-0.04204,-62.28416,-0.04161
0.37,-0.04161,-62.28888,-0.0411
0.38,-0.0411,-62.29061,-0.04054
0.39,-0.04054,-62.30789,-0.03997
0.4,-0.03997,-62.32825,-0.03949
0.41000000000000003,-0.03949,-62.348,-0.03902
0.42,-0.03902,-62.36761,-0.039
0.43,-0.039,-62.38049,-0.03907
0.44,-0.03907,-62.39204,-0.03921
0.45,-0.03921,-62.38284,-0.03936
0.46,-0.03936,-62.36953,-0.03961
0.47000000000000003,-0.03961,-62.35369,-0.03988
0.48,-0.03988,-62.33734,-0.0401
0.49,-0.0401,-62.32281,-0.0403
0.5,-0.0403,-62.30864,-0.04014
0.51,-0.04014,-62.29159,-0.03989
0.52,-0.03989,-62.27397,-0.03994
0.53,-0.03994,-62.25169,-0.04005
0.54,-0.04005,-62.22849,-0.04028
0.55,-0.04028,-62.23032,-0.04053
0.56,-0.04053,-62.23713,-0.04061
0.5700000000000001,-0.04061,-62.23073,-0.04066
0.58,-0.04066,-62.22172,-0.04074
0.59,-0.04074,-62.21813,-0.04082
0.6,-0.04082,-62.21562,-0.041
0.61,-0.041,-62.22514,-0.04121
0.62,-0.04121,-62.23704,-0.04136
0.63,-0.04136,-62.24377,-0.0415
0.64,-0.0415,-62.24947,-0.04152
0.65,-0.04152,-62.25472,-0.04153
0.66,-0.04153,-62.25989,-0.04138
0.67,-0.04138,-62.25959,-0.04121
0.68,-0.04121,-62.2582,-0.04138
0.6900000000000001,-0.04138,-62.23796,-0.04162
0.7000000000000001,-0.04162,-62.21396,-0.04175
0.71,-0.04175,-62.20402,-0.04185
0.72,-0.04185,-62.19687,-0.04171
0.73,-0.04171,-62.18009,-0.04153
0.74,-0.04153,-62.1614,-0.04135
0.75,-0.04135,-62.15536,-0.04118
0.76,-0.04118,-62.15184,-0.04136
0.77,-0.04136,-62.15349,-0.04161
0.78,-0.04161,-62.15617,-0.04178
0.79,-0.04178,-62.16189,-0.04194
0.8,-0.04194,-62.16821,-0.04192
0.81,-0.04192,-62.1859,-0.04186
0.8200000000000001,-0.04186,-62.20585,-0.04176
0.8300000000000001,-0.04176,-62.22138,-0.04165
0.84,-0.04165,-62.23602,-0.04133
0.85,-0.04133,-62.25268,-0.04095
0.86,-0.04095,-62.26974,-0.04052
0.87,-0.04052,-62.27932,-0.04007
0.88,-0.04007,-62.28741,-0.04019
0.89,-0.04019,-62.28632,-0.04043
0.9,-0.04043,-62.28339,-0.04094
0.91,-0.04094,-62.27412,-0.04151
0.92,-0.04151,-62.26359,-0.04203
0.93,-0.04203,-62.24977,-0.04254
0.9400000000000001,-0.04254,-62.23531,-0.04281
0.9500000000000001,-0.04281,-62.22383,-0.04303
0.96,-0.04303,-62.21295,-0.04314
0.97,-0.04314,-62.2033,-0.04324
0.98,-0.04324,-62.19391,-0.04313
0.99,-0.04313,-62.20456,-0.04298
1.0,-0.04298,-62.21921,-0.04265
1.01,-0.04265,-62.22593,-0.04228
1.02,-0.04228,-62.23106,-0.04171
1.03,-0.04171,-62.22251,-0.0411
1.04,-0.0411,-62.21123,-0.04105
1.05,-0.04105,-62.21221,-0.04111
1.06,-0.04111,-62.21563,-0.04111
1.07,-0.04111,-62.20311,-0.04109
1.08,-0.04109,-62.18742,-0.041
1.09,-0.041,-62.18898,-0.04088
1.1,-0.04088,-62.19396,-0.04055
1.11,-0.04055,-62.19651,-0.04018
1.12,-0.04018,-62.19858,-0.04023
1.1300000000000001,-0.04023,-62.20313,-0.04036
1.1400000000000001,-0.04036,-62.20819,-0.04087
1.1500000000000001,-0.04087,-62.22318,-0.04144
1.16,-0.04144,-62.24016,-0.04189
1.17,-0.04189,-62.23198,-0.0423
1.18,-0.0423,-62.21878,-0.04253
1.19,-0.04253,-62.21991,-0.04272
1.2,-0.04272,-62.22389,-0.04291
1.21,-0.04291,-62.23654,-0.0431
1.22,-0.0431,-62.25092,-0.04328
1.23,-0.04328,-62.25469,-0.04347
1.24,-0.04347,-62.25634,-0.0438
1.25,-0.0438,-62.2684,-0.04416
1.26,-0.04416,-62.28254,-0.0441
1.27,-0.0441,-62.29107,-0.04396
1.28,-0.04396,-62.29849,-0.04367
1.29,-0.04367,-62.2893,-0.04335
1.3,-0.04335,-62.2768,-0.04345
1.31,-0.04345,-62.26366,-0.04362
1.32,-0.04362,-62.2504,-0.04357
1.33,-0.04357,-62.23504,-0.04347
1.34,-0.04347,-62.21925,-0.04277
1.35,-0.04277,-62.21032,-0.04195
1.36,-0.04195,-62.20275,-0.04118
1.37,-0.04118,-62.20918,-0.04041
1.3800000000000001,-0.04041,-62.21839,-0.03979
1.3900000000000001,-0.03979,-62.22667,-0.03919
1.4000000000000001,-0.03919,-62.23476,-0.0392
1.41,-0.0392,-62.25374,-0.03932
1.42,-0.03932,-62.2749,-0.03959
1.43,-0.03959,-62.29689,-0.0399
1.44,-0.0399,-62.31905,-0.04003
1.45,-0.04003,-62.3269,-0.04012
1.46,-0.04012,-62.33188,-0.0407
1.47,-0.0407,-62.34213,-0.04137
1.48,-0.04137,-62.35342,-0.0422
1.49,-0.0422,-62.36815,-0.04307
1.5,-0.04307,-62.38355,-0.04323
1.51,-0.04323,-62.38721,-0.04325
1.52,-0.04325,-62.38851,-0.04321
1.53,-0.04321,-62.38272,-0.04316
1.54,-0.04316,-62.3755,-0.04288
1.55,-0.04288,-62.35782,-0.04254
1.56,-0.04254,-62.33806,-0.04241
1.57,-0.04241,-62.32528,-0.04231
1.58,-0.04231,-62.3139,-0.0422
1.59,-0.0422,-62.30521,-0.04208
1.6,-0.04208,-62.29705,-0.04166
1.61,-0.04166,-62.2713,-0.04119
