file_N:24,train,seed:None,percent:5275,measured,n:1,N:4
t,I,V,V'
0.0,-0.04251,-61.41137,-61.40673
0.01,-0.04243,-61.40673,-61.40204
0.02,-0.04234,-61.40204,-61.40175
0.03,-0.04259,-61.40175,-61.40233
0.04,-0.04291,-61.40233,-61.41662
0.05,-0.04296,-61.41662,-61.43363
0.06,-0.04296,-61.43363,-61.44668
0.07,-0.04289,-61.44668,-61.45895
0.08,-0.04281,-61.45895,-61.46167
0.09,-0.04279,-61.46167,-61.4625
0.1,-0.04278,-61.4625,-61.47281
0.11,-0.04275,-61.47281,-61.48499
0.12,-0.04271,-61.48499,-61.49422
0.13,-0.04256,-61.49422,-61.50285
0.14,-0.04239,-61.50285,-61.49062
0.15,-0.04267,-61.49062,-61.47426
0.16,-0.04304,-61.47426,-61.46742
0.17,-0.04347,-61.46742,-61.46246
0.18,-0.04392,-61.46246,-61.46534
0.19,-0.04399,-61.46534,-61.46976
0.2,-0.04399,-61.46976,-61.48995
0.21,-0.04384,-61.48995,-61.51327
0.22,-0.04367,-61.51327,-61.53467
0.23,-0.0436,-61.53467,-61.5557
0.24,-0.04355,-61.5557,-61.55935
0.25,-0.04303,-61.55935,-61.55957
0.26,-0.04243,-61.55957,-61.56309
0.27,-0.04182,-61.56309,-61.56727
0.28,-0.04122,-61.56727,-61.56621
0.29,-0.04059,-61.56621,-61.56411
0.3,-0.03995,-61.56411,-61.54793
0.31,-0.03991,-61.54793,-61.52896
0.32,-0.03999,-61.52896,-61.53083
0.33,-0.04035,-61.53083,-61.53684
0.34,-0.04077,-61.53684,-61.53912
0.35000000000000003,-0.04088,-61.53912,-61.54065
0.36,-0.04094,-61.54065,-61.53264
0.37,-0.04127,-61.53264,-61.52273
0.38,-0.04164,-61.52273,-61.50957
0.39,-0.04254,-61.50957,-61.49577
0.4,-0.04354,-61.49577,-61.4976
0.41000000000000003,-0.04408,-61.4976,-61.50254
0.42,-0.04454,-61.50254,-61.49561
0.43,-0.04449,-61.49561,-61.48633
0.44,-0.04435,-61.48633,-61.46958
0.45,-0.04401,-61.46958,-61.45135
0.46,-0.04364,-61.45135,-61.44086
0.47000000000000003,-0.0435,-61.44086,-61.43191
0.48,-0.04341,-61.43191,-61.44544
0.49,-0.04334,-61.44544,-61.46342
0.5,-0.04327,-61.46342,-61.47563
0.51,-0.04319,-61.47563,-61.48669
0.52,-0.0431,-61.48669,-61.48776
0.53,-0.04289,-61.48776,-61.48683
0.54,-0.04266,-61.48683,-61.49366
0.55,-0.04287,-61.49366,-61.50204
0.56,-0.04317,-61.50204,-61.51315
0.5700000000000001,-0.04289,-61.51315,-61.52481
0.58,-0.04251,-61.52481,-61.52053
0.59,-0.04223,-61.52053,-61.51308
0.6,-0.04198,-61.51308,-61.52406
0.61,-0.0419,-61.52406,-61.53871
0.62,-0.04185,-61.53871,-61.53946
0.63,-0.04184,-61.53946,-61.53744
0.64,-0.04184,-61.53744,-61.55012
0.65,-0.04174,-61.55012,-61.5657
0.66,-0.04162,-61.5657,-61.58212
0.67,-0.04157,-61.58212,-61.5987
0.68,-0.04154,-61.5987,-61.59672
0.6900000000000001,-0.04146,-61.59672,-61.59106
0.7000000000000001,-0.04138,-61.59106,-61.59325
0.71,-0.04145,-61.59325,-61.597
0.72,-0.04156,-61.597,-61.58252
0.73,-0.04148,-61.58252,-61.56442
0.74,-0.04137,-61.56442,-61.54815
0.75,-0.04163,-61.54815,-61.53225
0.76,-0.04196,-61.53225,-61.5276
0.77,-0.04215,-61.5276,-61.52519
0.78,-0.04232,-61.52519,-61.51
0.79,-0.04241,-61.51,-61.49226
0.8,-0.04248,-61.49226,-61.48925
0.81,-0.04245,-61.48925,-61.48917
0.8200000000000001,-0.0424,-61.48917,-61.49283
0.8300000000000001,-0.04231,-61.49283,-61.49724
0.84,-0.04222,-61.49724,-61.50624
0.85,-0.04218,-61.50624,-61.51615
