file_N:25,train,seed:None,percent:5275,measured,n:2,N:4
t,I,V,V'
527.5,-0.3759,-51.80412,-51.89983
527.51,-0.37904,-51.89983,-51.99556
527.52,-0.38148,-51.99556,-52.09752
527.53,-0.38369,-52.09752,-52.20979
527.54,-0.38552,-52.20979,-52.31264
527.55,-0.38697,-52.31264,-52.39985
527.5600000000001,-0.38783,-52.39985,-52.486
527.57,-0.38819,-52.486,-52.57041
527.58,-0.38772,-52.57041,-52.65
527.59,-0.3868,-52.65,-52.72162
527.6,-0.38512,-52.72162,-52.78311
527.61,-0.38309,-52.78311,-52.8278
527.62,-0.3805,-52.8278,-52.88067
527.63,-0.37757,-52.88067,-52.94712
527.64,-0.37408,-52.94712,-53.01606
527.65,-0.3703,-53.01606,-53.08913
527.66,-0.36601,-53.08913,-53.15222
527.67,-0.36156,-53.15222,-53.19872
527.6800000000001,-0.35683,-53.19872,-53.24748
527.69,-0.35224,-53.24748,-53.3
527.7,-0.34789,-53.3,-53.35503
527.71,-0.34337,-53.35503,-53.41425
527.72,-0.33857,-53.41425,-53.46661
527.73,-0.33366,-53.46661,-53.50758
527.74,-0.32856,-53.50758,-53.54118
527.75,-0.32336,-53.54118,-53.56255
527.76,-0.31796,-53.56255,-53.57794
527.77,-0.31256,-53.57794,-53.58341
527.78,-0.30714,-53.58341,-53.59228
527.79,-0.30176,-53.59228,-53.60681
527.8,-0.29646,-53.60681,-53.62168
527.8100000000001,-0.29115,-53.62168,-53.6371
527.82,-0.28583,-53.6371,-53.64996
527.83,-0.28055,-53.64996,-53.65855
527.84,-0.27535,-53.65855,-53.67206
527.85,-0.27038,-53.67206,-53.69376
527.86,-0.2658,-53.69376,-53.71898
527.87,-0.26124,-53.71898,-53.75006
527.88,-0.25673,-53.75006,-53.77897
527.89,-0.25214,-53.77897,-53.80427
527.9,-0.24743,-53.80427,-53.82887
527.91,-0.24281,-53.82887,-53.8523
527.92,-0.23836,-53.8523,-53.86827
527.9300000000001,-0.23415,-53.86827,-53.87183
527.94,-0.23037,-53.87183,-53.87902
527.95,-0.22673,-53.87902,-53.89224
527.96,-0.22336,-53.89224,-53.90244
527.97,-0.22011,-53.90244,-53.90764
527.98,-0.21708,-53.90764,-53.91254
527.99,-0.21416,-53.91254,-53.91695
528.0,-0.21144,-53.91695,-53.92888
528.01,-0.20884,-53.92888,-53.9533
528.02,-0.20644,-53.9533,-53.96552
528.03,-0.20391,-53.96552,-53.95744
528.04,-0.20113,-53.95744,-53.95439
528.05,-0.19819,-53.95439,-53.95967
528.0600000000001,-0.19498,-53.95967,-53.96313
528.07,-0.19177,-53.96313,-53.96354
528.08,-0.18856,-53.96354,-53.96009
528.09,-0.18575,-53.96009,-53.95021
528.1,-0.18361,-53.95021,-53.94885
528.11,-0.18148,-53.94885,-53.96163
528.12,-0.17937,-53.96163,-53.96474
528.13,-0.17724,-53.96474,-53.95178
528.14,-0.17511,-53.95178,-53.9414
528.15,-0.17324,-53.9414,-53.93532
528.16,-0.1718,-53.93532,-53.93944
528.17,-0.17041,-53.93944,-53.96051
528.1800000000001,-0.16909,-53.96051,-53.96864
528.19,-0.16772,-53.96864,-53.95523
528.2,-0.16623,-53.95523,-53.9448
528.21,-0.16481,-53.9448,-53.93931
528.22,-0.16348,-53.93931,-53.93994
528.23,-0.16211,-53.93994,-53.95072
528.24,-0.16063,-53.95072,-53.9645
528.25,-0.1594,-53.9645,-53.98326
528.26,-0.15858,-53.98326,-53.99763
528.27,-0.15769,-53.99763,-54.0047
528.28,-0.15668,-54.0047,-54.01268
528.29,-0.15544,-54.01268,-54.02219
528.3,-0.15382,-54.02219,-54.02509
528.3100000000001,-0.15239,-54.02509,-54.01696
528.32,-0.15129,-54.01696,-54.01206
528.33,-0.15019,-54.01206,-54.01252
528.34,-0.14911,-54.01252,-54.01508
528.35,-0.14821,-54.01508,-54.02112
528.36,-0.14762,-54.02112,-54.02194
528.37,-0.14702,-54.02194,-54.01404
528.38,-0.1464,-54.01404,-54.0169
528.39,-0.14599,-54.0169,-54.03764
528.4,-0.14595,-54.03764,-54.05508
528.41,-0.14588,-54.05508,-54.06704
528.42,-0.14574,-54.06704,-54.07519
528.4300000000001,-0.14533,-54.07519,-54.07703
528.44,-0.14448,-54.07703,-54.08103
528.45,-0.14365,-54.08103,-54.08864
528.46,-0.14284,-54.08864,-54.08667
528.47,-0.14207,-54.08667,-54.06876
528.48,-0.14138,-54.06876,-54.05432
528.49,-0.14066,-54.05432,-54.04569
528.5,-0.13988,-54.04569,-54.04268
528.51,-0.13926,-54.04268,-54.04903
528.52,-0.13892,-54.04903,-54.05275
528.53,-0.13857,-54.05275,-54.05207
528.54,-0.1382,-54.05207,-54.06033
528.55,-0.13787,-54.06033,-54.08347
528.5600000000001,-0.13761,-54.08347,-54.10583
528.57,-0.13733,-54.10583,-54.12692
528.58,-0.13699,-54.12692,-54.14911
528.59,-0.13644,-54.14911,-54.17312
528.6,-0.13551,-54.17312,-54.19013
528.61,-0.13486,-54.19013,-54.1955
528.62,-0.13465,-54.1955,-54.20095
528.63,-0.13441,-54.20095,-54.20653
528.64,-0.13412,-54.20653,-54.21396
528.65,-0.13373,-54.21396,-54.22446
528.66,-0.13318,-54.22446,-54.23532
528.67,-0.13276,-54.23532,-54.24676
528.6800000000001,-0.13254,-54.24676,-54.25938
528.69,-0.13232,-54.25938,-54.27396
528.7,-0.13211,-54.27396,-54.29367
528.71,-0.13178,-54.29367,-54.3219
528.72,-0.13121,-54.3219,-54.34469
528.73,-0.1308,-54.34469,-54.35838
528.74,-0.13064,-54.35838,-54.37111
528.75,-0.13041,-54.37111,-54.38226
528.76,-0.13004,-54.38226,-54.38884
528.77,-0.1298,-54.38884,-54.38782
528.78,-0.12976,-54.38782,-54.38812
528.79,-0.12965,-54.38812,-54.39063
528.8,-0.12942,-54.39063,-54.39159
528.8100000000001,-0.12907,-54.39159,-54.38995
528.82,-0.1285,-54.38995,-54.38763
528.83,-0.12793,-54.38763,-54.38416
528.84,-0.12733,-54.38416,-54.37951
528.85,-0.12664,-54.37951,-54.37289
528.86,-0.12579,-54.37289,-54.37217
528.87,-0.12475,-54.37217,-54.38131
528.88,-0.12339,-54.38131,-54.38908
528.89,-0.12203,-54.38908,-54.3946
528.9,-0.12067,-54.3946,-54.404
528.91,-0.11938,-54.404,-54.41989
528.92,-0.11822,-54.41989,-54.43717
528.9300000000001,-0.1172,-54.43717,-54.45677
528.94,-0.11641,-54.45677,-54.47298
528.95,-0.11551,-54.47298,-54.48355
528.96,-0.11441,-54.48355,-54.49505
528.97,-0.11327,-54.49505,-54.5081
528.98,-0.11206,-54.5081,-54.5223
528.99,-0.11076,-54.5223,-54.53843
529.0,-0.10934,-54.53843,-54.54949
529.01,-0.10769,-54.54949,-54.55208
529.02,-0.10567,-54.55208,-54.55933
529.03,-0.10354,-54.55933,-54.57434
529.04,-0.10123,-54.57434,-54.58827
529.05,-0.09887,-54.58827,-54.60039
529.0600000000001,-0.09646,-54.60039,-54.60762
529.07,-0.09406,-54.60762,-54.60668
529.08,-0.09166,-54.60668,-54.60847
529.09,-0.08929,-54.60847,-54.61483
529.1,-0.08696,-54.61483,-54.60975
529.11,-0.08484,-54.60975,-54.58559
529.12,-0.0831,-54.58559,-54.56352
529.13,-0.08142,-54.56352,-54.54494
529.14,-0.07985,-54.54494,-54.53216
529.15,-0.07788,-54.53216,-54.52904
529.16,-0.07526,-54.52904,-54.5254
529.17,-0.07097,-54.5254,-54.52091
529.1800000000001,-0.06391,-54.52091,-54.51467
529.19,-0.05386,-54.51467,-54.50553
529.2,-0.03884,-54.50553,-54.48999
529.21,-0.01953,-54.48999,-54.4638
529.22,0.00697,-54.4638,-54.43234
529.23,0.03762,-54.43234,-54.39208
529.24,0.07518,-54.39208,-54.34627
529.25,0.11707,-54.34627,-54.2912
529.26,0.16618,-54.2912,-54.21688
529.27,0.21857,-54.21688,-54.11041
529.28,0.27644,-54.11041,-53.9877
529.29,0.3363,-53.9877,-53.83783
529.3,0.3995,-53.83783,-53.6763
529.3100000000001,0.46387,-53.6763,-53.49528
529.32,0.53019,-53.49528,-53.29871
529.33,0.59713,-53.29871,-53.07617
529.34,0.66512,-53.07617,-52.83215
529.35,0.73367,-52.83215,-52.55224
529.36,0.80317,-52.55224,-52.26235
529.37,0.87303,-52.26235,-51.95579
529.38,0.94349,-51.95579,-51.6356
529.39,1.01314,-51.6356,-51.29262
529.4,1.08143,-51.29262,-50.93712
529.41,1.14913,-50.93712,-50.56067
529.42,1.21583,-50.56067,-50.17557
529.4300000000001,1.28137,-50.17557,-49.776
529.44,1.34497,-49.776,-49.35991
529.45,1.40679,-49.35991,-48.91618
529.46,1.46563,-48.91618,-48.4706
529.47,1.52213,-48.4706,-48.02193
529.48,1.5747,-48.02193,-47.57166
529.49,1.62438,-47.57166,-47.11872
529.5,1.66923,-47.11872,-46.654
529.51,1.711,-46.654,-46.16961
529.52,1.74763,-46.16961,-45.68963
529.53,1.78078,-45.68963,-45.21704
529.54,1.8081,-45.21704,-44.73678
529.55,1.83172,-44.73678,-44.24368
529.5600000000001,1.84915,-44.24368,-43.7601
529.57,1.86306,-43.7601,-43.29245
529.58,1.87108,-43.29245,-42.83376
529.59,1.87558,-42.83376,-42.39003
529.6,1.87419,-42.39003,-41.96028
529.61,1.86943,-41.96028,-41.55388
529.62,1.85903,-41.55388,-41.16855
529.63,1.84547,-41.16855,-40.81848
529.64,1.82662,-40.81848,-40.47743
529.65,1.80473,-40.47743,-40.15146
529.66,1.77777,-40.15146,-39.83738
529.67,1.74787,-39.83738,-39.54315
529.6800000000001,1.71306,-39.54315,-39.26153
529.69,1.67604,-39.26153,-39.00097
529.7,1.63532,-39.00097,-38.7502
529.71,1.5928,-38.7502,-38.51577
529.72,1.54727,-38.51577,-38.30912
529.73,1.50041,-38.30912,-38.14894
529.74,1.45135,-38.14894,-37.9991
529.75,1.40127,-37.9991,-37.86658
529.76,1.34947,-37.86658,-37.75086
529.77,1.29686,-37.75086,-37.66326
529.78,1.24289,-37.66326,-37.59658
529.79,1.18881,-37.59658,-37.56492
529.8,1.13455,-37.56492,-37.54717
529.8100000000001,1.07999,-37.54717,-37.55269
529.82,1.02492,-37.55269,-37.57026
529.83,0.96972,-37.57026,-37.60799
529.84,0.91432,-37.60799,-37.6559
529.85,0.85962,-37.6559,-37.72085
529.86,0.80609,-37.72085,-37.79898
529.87,0.75308,-37.79898,-37.89917
529.88,0.70095,-37.89917,-38.01304
529.89,0.64928,-38.01304,-38.14983
529.9,0.59839,-38.14983,-38.28759
529.91,0.54851,-38.28759,-38.427
529.92,0.50033,-38.427,-38.57055
529.9300000000001,0.45271,-38.57055,-38.72102
529.94,0.40602,-38.72102,-38.88746
529.95,0.36014,-38.88746,-39.08064
529.96,0.31557,-39.08064,-39.27815
529.97,0.27209,-39.27815,-39.48292
529.98,0.23041,-39.48292,-39.68887
529.99,0.19026,-39.68887,-39.89679
530.0,0.1527,-39.89679,-40.11915
530.01,0.11745,-40.11915,-40.36569
530.02,0.0861,-40.36569,-40.60805
530.03,0.05727,-40.60805,-40.84342
530.04,0.03267,-40.84342,-41.08261
530.05,0.01059,-41.08261,-41.3282
530.0600000000001,-0.00728,-41.3282,-41.5735
530.07,-0.02245,-41.5735,-41.81832
530.08,-0.0331,-41.81832,-42.05423
530.09,-0.042,-42.05423,-42.27523
530.1,-0.04793,-42.27523,-42.491
530.11,-0.05304,-42.491,-42.69798
530.12,-0.05678,-42.69798,-42.89315
530.13,-0.05988,-42.89315,-43.06852
530.14,-0.0619,-43.06852,-43.24
530.15,-0.06375,-43.24,-43.40493
530.16,-0.06534,-43.40493,-43.57875
530.17,-0.067,-43.57875,-43.76746
530.1800000000001,-0.06877,-43.76746,-43.9448
530.19,-0.07058,-43.9448,-44.1031
530.2,-0.07245,-44.1031,-44.25942
530.21,-0.07421,-44.25942,-44.41242
530.22,-0.07578,-44.41242,-44.56122
530.23,-0.07759,-44.56122,-44.70301
530.24,-0.07981,-44.70301,-44.84129
530.25,-0.08191,-44.84129,-44.97368
530.26,-0.08382,-44.97368,-45.10004
530.27,-0.08575,-45.10004,-45.21629
530.28,-0.0877,-45.21629,-45.32688
530.29,-0.08928,-45.32688,-45.42796
530.3,-0.09021,-45.42796,-45.53333
530.3100000000001,-0.09098,-45.53333,-45.64589
530.32,-0.0915,-45.64589,-45.76091
530.33,-0.09204,-45.76091,-45.88007
530.34,-0.09262,-45.88007,-45.99128
530.35,-0.09316,-45.99128,-46.08914
530.36,-0.09361,-46.08914,-46.18233
530.37,-0.09409,-46.18233,-46.26769
530.38,-0.09462,-46.26769,-46.34642
530.39,-0.09532,-46.34642,-46.41405
530.4,-0.09629,-46.41405,-46.47767
530.41,-0.09724,-46.47767,-46.53457
530.42,-0.09816,-46.53457,-46.59294
530.4300000000001,-0.09918,-46.59294,-46.65376
530.44,-0.10039,-46.65376,-46.72076
530.45,-0.10135,-46.72076,-46.79813
530.46,-0.10188,-46.79813,-46.87572
530.47,-0.1025,-46.87572,-46.95368
530.48,-0.10326,-46.95368,-47.03253
530.49,-0.10418,-47.03253,-47.11286
530.5,-0.10538,-47.11286,-47.19854
530.51,-0.10664,-47.19854,-47.29316
530.52,-0.10803,-47.29316,-47.38321
530.53,-0.10921,-47.38321,-47.46558
530.54,-0.11006,-47.46558,-47.54312
530.55,-0.11065,-47.54312,-47.61254
530.5600000000001,-0.11079,-47.61254,-47.67125
530.57,-0.11112,-47.67125,-47.71197
530.58,-0.11178,-47.71197,-47.75639
530.59,-0.11231,-47.75639,-47.80702
530.6,-0.11266,-47.80702,-47.86077
530.61,-0.11295,-47.86077,-47.91976
530.62,-0.11314,-47.91976,-47.97088
530.63,-0.11358,-47.97088,-48.00879
530.64,-0.11444,-48.00879,-48.05597
530.65,-0.11551,-48.05597,-48.11869
530.66,-0.11694,-48.11869,-48.17975
530.67,-0.11826,-48.17975,-48.23803
530.6800000000001,-0.1194,-48.23803,-48.28773
530.69,-0.12048,-48.28773,-48.32306
530.7,-0.12148,-48.32306,-48.36645
530.71,-0.12249,-48.36645,-48.42339
530.72,-0.12355,-48.42339,-48.47233
530.73,-0.12488,-48.47233,-48.50783
530.74,-0.12668,-48.50783,-48.54613
530.75,-0.12832,-48.54613,-48.58914
530.76,-0.12971,-48.58914,-48.63115
530.77,-0.13127,-48.63115,-48.67149
530.78,-0.13313,-48.67149,-48.71343
530.79,-0.13513,-48.71343,-48.75807
530.8,-0.13737,-48.75807,-48.80635
530.8100000000001,-0.13961,-48.80635,-48.86075
530.82,-0.14187,-48.86075,-48.90919
530.83,-0.14415,-48.90919,-48.94763
530.84,-0.14645,-48.94763,-48.98453
530.85,-0.14888,-48.98453,-49.01883
530.86,-0.15153,-49.01883,-49.06477
530.87,-0.15426,-49.06477,-49.13028
530.88,-0.15713,-49.13028,-49.19606
530.89,-0.16019,-49.19606,-49.2623
530.9,-0.16356,-49.2623,-49.32005
530.91,-0.16683,-49.32005,-49.36353
530.92,-0.16992,-49.36353,-49.40503
530.9300000000001,-0.17331,-49.40503,-49.44321
530.94,-0.17721,-49.44321,-49.48785
530.95,-0.1813,-49.48785,-49.54335
530.96,-0.1857,-49.54335,-49.59795
530.97,-0.19002,-49.59795,-49.651
530.98,-0.19423,-49.651,-49.70119
530.99,-0.19859,-49.70119,-49.74655
531.0,-0.20324,-49.74655,-49.79115
531.01,-0.20802,-49.79115,-49.83445
531.02,-0.21306,-49.83445,-49.88308
531.03,-0.21815,-49.88308,-49.94068
531.04,-0.22333,-49.94068,-49.99489
531.05,-0.22847,-49.99489,-50.04339
531.0600000000001,-0.23353,-50.04339,-50.08591
531.07,-0.23866,-50.08591,-50.11839
531.08,-0.24392,-50.11839,-50.16031
531.09,-0.24967,-50.16031,-50.21807
531.1,-0.25626,-50.21807,-50.27928
531.11,-0.26284,-50.27928,-50.34628
531.12,-0.26937,-50.34628,-50.41633
531.13,-0.27585,-50.41633,-50.49151
531.14,-0.28224,-50.49151,-50.5676
531.15,-0.28854,-50.5676,-50.6452
531.16,-0.29469,-50.6452,-50.72197
531.17,-0.30077,-50.72197,-50.79735
531.1800000000001,-0.30671,-50.79735,-50.87713
531.19,-0.31258,-50.87713,-50.96429
531.2,-0.31834,-50.96429,-51.04497
531.21,-0.32394,-51.04497,-51.11476
531.22,-0.3293,-51.11476,-51.18668
531.23,-0.33456,-51.18668,-51.26218
531.24,-0.33963,-51.26218,-51.34313
531.25,-0.34457,-51.34313,-51.43324
531.26,-0.3493,-51.43324,-51.51314
531.27,-0.35371,-51.51314,-51.57586
531.28,-0.35762,-51.57586,-51.64094
531.29,-0.36135,-51.64094,-51.70998
531.3,-0.36476,-51.70998,-51.77802
531.3100000000001,-0.36784,-51.77802,-51.84437
531.32,-0.37037,-51.84437,-51.91216
531.33,-0.3724,-51.91216,-51.98236
531.34,-0.37358,-51.98236,-52.05772
531.35,-0.37469,-52.05772,-52.14176
531.36,-0.37568,-52.14176,-52.21994
531.37,-0.37627,-52.21994,-52.28825
531.38,-0.37616,-52.28825,-52.3543
531.39,-0.37561,-52.3543,-52.41652
531.4,-0.37432,-52.41652,-52.48101
531.41,-0.37274,-52.48101,-52.54931
531.42,-0.37066,-52.54931,-52.61377
531.4300000000001,-0.36824,-52.61377,-52.67177
531.44,-0.36526,-52.67177,-52.72743
531.45,-0.36227,-52.72743,-52.77915
531.46,-0.35924,-52.77915,-52.82883
531.47,-0.35596,-52.82883,-52.87508
531.48,-0.35223,-52.87508,-52.92215
531.49,-0.34821,-52.92215,-52.97056
531.5,-0.3437,-52.97056,-53.02197
531.51,-0.33904,-53.02197,-53.07842
531.52,-0.33415,-53.07842,-53.1376
531.53,-0.32918,-53.1376,-53.20139
531.54,-0.32405,-53.20139,-53.25408
531.55,-0.31891,-53.25408,-53.28809
531.5600000000001,-0.31372,-53.28809,-53.32551
531.57,-0.30849,-53.32551,-53.36869
531.58,-0.30319,-53.36869,-53.41111
531.59,-0.2979,-53.41111,-53.45222
531.6,-0.29263,-53.45222,-53.48303
531.61,-0.28768,-53.48303,-53.49648
531.62,-0.28325,-53.49648,-53.50663
531.63,-0.27874,-53.50663,-53.51123
531.64,-0.27408,-53.51123,-53.51534
531.65,-0.26961,-53.51534,-53.51861
531.66,-0.26547,-53.51861,-53.52543
531.67,-0.26132,-53.52543,-53.53821
531.6800000000001,-0.25718,-53.53821,-53.55716
531.69,-0.25306,-53.55716,-53.5865
531.7,-0.24899,-53.5865,-53.60305
531.71,-0.24491,-53.60305,-53.59803
531.72,-0.24083,-53.59803,-53.59837
531.73,-0.23682,-53.59837,-53.60775
531.74,-0.23293,-53.60775,-53.61937
531.75,-0.22911,-53.61937,-53.63476
531.76,-0.22543,-53.63476,-53.64697
531.77,-0.22183,-53.64697,-53.6538
531.78,-0.2184,-53.6538,-53.66069
531.79,-0.21508,-53.66069,-53.66766
531.8,-0.21196,-53.66766,-53.67613
531.8100000000001,-0.20913,-53.67613,-53.68715
531.82,-0.20679,-53.68715,-53.69511
531.83,-0.20437,-53.69511,-53.69794
531.84,-0.20185,-53.69794,-53.70062
531.85,-0.19941,-53.70062,-53.70308
531.86,-0.19711,-53.70308,-53.70293
531.87,-0.19477,-53.70293,-53.69837
531.88,-0.19232,-53.69837,-53.69914
531.89,-0.19003,-53.69914,-53.70888
531.9,-0.18799,-53.70888,-53.71608
531.91,-0.18593,-53.71608,-53.71899
531.92,-0.18384,-53.71899,-53.71588
531.9300000000001,-0.1818,-53.71588,-53.70264
531.94,-0.17987,-53.70264,-53.69989
531.95,-0.17807,-53.69989,-53.71485
