file_N:21,train,seed:None,percent:10000,measured,n:2,N:2
t,I,V,I',V'
1054.99,-0.03987,-64.77629,-0.04018,-64.74318
1055.0,-0.04018,-64.74318,-0.04054,-64.70733
1055.01,-0.04054,-64.70733,-0.04092,-64.67414
1055.02,-0.04092,-64.67414,-0.04131,-64.6412
1055.03,-0.04131,-64.6412,-0.04182,-64.63599
1055.04,-0.04182,-64.63599,-0.04234,-64.63328
1055.05,-0.04234,-64.63328,-0.04277,-64.63594
1055.06,-0.04277,-64.63594,-0.04319,-64.63908
1055.07,-0.04319,-64.63908,-0.04368,-64.63617
1055.08,-0.04368,-64.63617,-0.04417,-64.63272
1055.09,-0.04417,-64.63272,-0.0441,-64.63081
1055.1,-0.0441,-64.63081,-0.04398,-64.62904
1055.1100000000001,-0.04398,-64.62904,-0.04318,-64.64176
1055.1200000000001,-0.04318,-64.64176,-0.04232,-64.65578
1055.13,-0.04232,-64.65578,-0.04192,-64.6716
1055.14,-0.04192,-64.6716,-0.04156,-64.68759
1055.15,-0.04156,-64.68759,-0.04124,-64.6948
1055.16,-0.04124,-64.6948,-0.04092,-64.70123
1055.17,-0.04092,-64.70123,-0.04046,-64.6904
1055.18,-0.04046,-64.6904,-0.04,-64.67801
1055.19,-0.04,-64.67801,-0.04009,-64.6887
1055.2,-0.04009,-64.6887,-0.04024,-64.70146
1055.21,-0.04024,-64.70146,-0.04038,-64.70717
1055.22,-0.04038,-64.70717,-0.04052,-64.71224
1055.23,-0.04052,-64.71224,-0.04052,-64.7079
1055.24,-0.04052,-64.7079,-0.04051,-64.70272
1055.25,-0.04051,-64.70272,-0.04084,-64.70406
1055.26,-0.04084,-64.70406,-0.04121,-64.70599
1055.27,-0.04121,-64.70599,-0.04156,-64.69906
1055.28,-0.04156,-64.69906,-0.04191,-64.69133
1055.29,-0.04191,-64.69133,-0.04281,-64.68907
1055.3,-0.04281,-64.68907,-0.04375,-64.68731
1055.31,-0.04375,-64.68731,-0.04441,-64.6877
1055.32,-0.04441,-64.6877,-0.04505,-64.6883
1055.33,-0.04505,-64.6883,-0.04513,-64.6844
1055.34,-0.04513,-64.6844,-0.04516,-64.68009
1055.35,-0.04516,-64.68009,-0.04509,-64.69274
1055.3600000000001,-0.04509,-64.69274,-0.04501,-64.70692
1055.3700000000001,-0.04501,-64.70692,-0.04432,-64.69797
1055.38,-0.04432,-64.69797,-0.04356,-64.68692
1055.39,-0.04356,-64.68692,-0.04297,-64.67578
1055.4,-0.04297,-64.67578,-0.04239,-64.66463
1055.41,-0.04239,-64.66463,-0.04213,-64.66289
1055.42,-0.04213,-64.66289,-0.04191,-64.662
1055.43,-0.04191,-64.662,-0.04163,-64.66361
1055.44,-0.04163,-64.66361,-0.04134,-64.66544
1055.45,-0.04134,-64.66544,-0.0414,-64.68328
1055.46,-0.0414,-64.68328,-0.0415,-64.70257
1055.47,-0.0415,-64.70257,-0.04168,-64.71762
1055.48,-0.04168,-64.71762,-0.04187,-64.73228
1055.49,-0.04187,-64.73228,-0.04166,-64.73136
1055.5,-0.04166,-64.73136,-0.04141,-64.72903
1055.51,-0.04141,-64.72903,-0.04147,-64.72183
1055.52,-0.04147,-64.72183,-0.04156,-64.71418
1055.53,-0.04156,-64.71418,-0.04176,-64.71957
