file_N:24,train,seed:None,percent:21000,measured,n:1,N:1
t,I,V,I',V'
0.0,-0.04281,-61.34291,-0.04319,-61.34404
0.010047619047619048,-0.04319,-61.34404,-0.04356,-61.34482
0.020095238095238097,-0.04356,-61.34482,-0.0436,-61.34446
0.030142857142857145,-0.0436,-61.34446,-0.04356,-61.34387
0.04019047619047619,-0.04356,-61.34387,-0.04352,-61.33251
0.05023809523809524,-0.04352,-61.33251,-0.04347,-61.31889
0.06028571428571429,-0.04347,-61.31889,-0.04373,-61.31374
0.07033333333333333,-0.04373,-61.31374,-0.04406,-61.31037
0.08038095238095239,-0.04406,-61.31037,-0.04455,-61.33187
0.09042857142857144,-0.04455,-61.33187,-0.04507,-61.3586
0.10047619047619048,-0.04507,-61.3586,-0.04523,-61.36208
0.11052380952380952,-0.04523,-61.36208,-0.04532,-61.36066
0.12057142857142858,-0.04532,-61.36066,-0.04546,-61.3662
0.13061904761904763,-0.04546,-61.3662,-0.04561,-61.3732
0.14066666666666666,-0.04561,-61.3732,-0.04548,-61.40296
0.15071428571428572,-0.04548,-61.40296,-0.0453,-61.43753
0.16076190476190477,-0.0453,-61.43753,-0.04508,-61.45512
0.17080952380952383,-0.04508,-61.45512,-0.04485,-61.46914
0.18085714285714288,-0.04485,-61.46914,-0.04407,-61.46849
0.1909047619047619,-0.04407,-61.46849,-0.04318,-61.46474
0.20095238095238097,-0.04318,-61.46474,-0.04255,-61.44923
0.21100000000000002,-0.04255,-61.44923,-0.04197,-61.43125
0.22104761904761905,-0.04197,-61.43125,-0.04187,-61.41462
0.2310952380952381,-0.04187,-61.41462,-0.04187,-61.39827
0.24114285714285716,-0.04187,-61.39827,-0.04212,-61.39946
0.2511904761904762,-0.04212,-61.39946,-0.04241,-61.40435
0.26123809523809527,-0.04241,-61.40435,-0.04249,-61.40525
0.2712857142857143,-0.04249,-61.40525,-0.04252,-61.40532
0.2813333333333333,-0.04252,-61.40532,-0.04286,-61.40457
0.2913809523809524,-0.04286,-61.40457,-0.04326,-61.40364
0.30142857142857143,-0.04326,-61.40364,-0.04391,-61.4215
0.3114761904761905,-0.04391,-61.4215,-0.0446,-61.44331
0.32152380952380955,-0.0446,-61.44331,-0.04464,-61.45567
0.3315714285714286,-0.04464,-61.45567,-0.04454,-61.46605
0.34161904761904766,-0.04454,-61.46605,-0.0442,-61.46076
0.3516666666666667,-0.0442,-61.46076,-0.04382,-61.45217
0.36171428571428577,-0.04382,-61.45217,-0.044,-61.45699
0.3717619047619048,-0.044,-61.45699,-0.04429,-61.46464
0.3818095238095238,-0.04429,-61.46464,-0.04414,-61.45629
0.3918571428571429,-0.04414,-61.45629,-0.04389,-61.44456
0.40190476190476193,-0.04389,-61.44456,-0.04368,-61.43461
0.41195238095238096,-0.04368,-61.43461,-0.04348,-61.42503
0.42200000000000004,-0.04348,-61.42503,-0.04328,-61.41162
0.43204761904761907,-0.04328,-61.41162,-0.04309,-61.3974
0.4420952380952381,-0.04309,-61.3974,-0.0428,-61.38415
0.4521428571428572,-0.0428,-61.38415,-0.04249,-61.37111
0.4621904761904762,-0.04249,-61.37111,-0.0425,-61.38137
0.4722380952380953,-0.0425,-61.38137,-0.04258,-61.39654
0.4822857142857143,-0.04258,-61.39654,-0.04222,-61.41519
0.49233333333333335,-0.04222,-61.41519,-0.04177,-61.43458
0.5023809523809524,-0.04177,-61.43458,-0.04174,-61.43266
0.5124285714285715,-0.04174,-61.43266,-0.0418,-61.42623
0.5224761904761905,-0.0418,-61.42623,-0.04241,-61.42865
0.5325238095238095,-0.04241,-61.42865,-0.04313,-61.43292
0.5425714285714286,-0.04313,-61.43292,-0.04348,-61.41859
0.5526190476190477,-0.04348,-61.41859,-0.04374,-61.40032
0.5626666666666666,-0.04374,-61.40032,-0.04393,-61.3834
0.5727142857142857,-0.04393,-61.3834,-0.0441,-61.36675
0.5827619047619048,-0.0441,-61.36675,-0.0441,-61.35229
0.5928095238095239,-0.0441,-61.35229,-0.04407,-61.33828
0.6028571428571429,-0.04407,-61.33828,-0.04376,-61.32921
0.612904761904762,-0.04376,-61.32921,-0.04338,-61.32119
0.622952380952381,-0.04338,-61.32119,-0.04307,-61.31372
0.633,-0.04307,-61.31372,-0.04278,-61.30637
0.6430476190476191,-0.04278,-61.30637,-0.04251,-61.31992
0.6530952380952382,-0.04251,-61.31992,-0.04224,-61.33789
0.6631428571428571,-0.04224,-61.33789,-0.04236,-61.33991
0.6731904761904762,-0.04236,-61.33991,-0.04256,-61.33855
0.6832380952380953,-0.04256,-61.33855,-0.04266,-61.34873
0.6932857142857143,-0.04266,-61.34873,-0.04273,-61.36135
0.7033333333333334,-0.04273,-61.36135,-0.04284,-61.38593
0.7133809523809524,-0.04284,-61.38593,-0.04297,-61.41305
0.7234285714285715,-0.04297,-61.41305,-0.04317,-61.44879
0.7334761904761905,-0.04317,-61.44879,-0.0434,-61.48636
