file_N:29,train,seed:None,percent:5025,measured,n:1,N:4
t,I,V,V'
0.0,-0.04239,-57.1239,-57.11529
0.01,-0.0421,-57.11529,-57.10293
0.02,-0.0418,-57.10293,-57.09786
0.03,-0.04214,-57.09786,-57.09431
0.04,-0.0426,-57.09431,-57.0797
0.05,-0.04307,-57.0797,-57.06277
0.06,-0.04354,-57.06277,-57.0618
0.07,-0.04384,-57.0618,-57.06416
0.08,-0.04412,-57.06416,-57.07001
0.09,-0.04454,-57.07001,-57.07658
0.1,-0.04499,-57.07658,-57.05705
0.11,-0.04505,-57.05705,-57.03206
0.12,-0.04503,-57.03206,-57.0283
0.13,-0.04465,-57.0283,-57.02898
0.14,-0.04421,-57.02898,-57.02393
0.15,-0.04353,-57.02393,-57.01769
0.16,-0.04281,-57.01769,-57.00339
0.17,-0.04258,-57.00339,-56.98741
0.18,-0.04246,-56.98741,-56.97977
0.19,-0.04308,-56.97977,-56.97387
0.2,-0.04385,-56.97387,-56.96617
0.21,-0.0443,-56.96617,-56.9581
0.22,-0.04468,-56.9581,-56.94997
0.23,-0.04476,-56.94997,-56.94183
0.24,-0.04477,-56.94183,-56.93696
0.25,-0.04503,-56.93696,-56.93278
0.26,-0.04534,-56.93278,-56.9181
0.27,-0.04511,-56.9181,-56.90123
0.28,-0.04476,-56.90123,-56.89528
0.29,-0.04429,-56.89528,-56.89161
0.3,-0.0438,-56.89161,-56.88577
0.31,-0.04356,-56.88577,-56.87948
0.32,-0.04337,-56.87948,-56.86729
0.33,-0.04346,-56.86729,-56.85386
0.34,-0.0436,-56.85386,-56.85173
0.35000000000000003,-0.04372,-56.85173,-56.85196
0.36,-0.04383,-56.85196,-56.85234
0.37,-0.04394,-56.85234,-56.85276
0.38,-0.04404,-56.85276,-56.84831
0.39,-0.04367,-56.84831,-56.84284
0.4,-0.04319,-56.84284,-56.84542
0.41000000000000003,-0.04323,-56.84542,-56.84968
0.42,-0.04337,-56.84968,-56.86256
0.43,-0.04329,-56.86256,-56.87724
0.44,-0.04315,-56.87724,-56.88265
0.45,-0.04303,-56.88265,-56.88611
0.46,-0.04292,-56.88611,-56.879
0.47000000000000003,-0.043,-56.879,-56.86967
0.48,-0.04313,-56.86967,-56.84748
0.49,-0.04286,-56.84748,-56.82259
0.5,-0.04251,-56.82259,-56.80754
0.51,-0.04231,-56.80754,-56.79454
0.52,-0.04213,-56.79454,-56.78089
0.53,-0.04252,-56.78089,-56.7671
0.54,-0.04303,-56.7671,-56.75772
0.55,-0.04318,-56.75772,-56.74926
0.56,-0.04324,-56.74926,-56.75337
0.5700000000000001,-0.04346,-56.75337,-56.76011
0.58,-0.0437,-56.76011,-56.77291
0.59,-0.04367,-56.77291,-56.78698
0.6,-0.04358,-56.78698,-56.79635
0.61,-0.04344,-56.79635,-56.80474
0.62,-0.0433,-56.80474,-56.81335
0.63,-0.04325,-56.81335,-56.822
0.64,-0.04322,-56.822,-56.82321
0.65,-0.04313,-56.82321,-56.82287
0.66,-0.04302,-56.82287,-56.82705
0.67,-0.0433,-56.82705,-56.83219
0.68,-0.04366,-56.83219,-56.82876
0.6900000000000001,-0.04403,-56.82876,-56.82355
0.7000000000000001,-0.04441,-56.82355,-56.80031
0.71,-0.04434,-56.80031,-56.77329
0.72,-0.04418,-56.77329,-56.76524
0.73,-0.04415,-56.76524,-56.76116
0.74,-0.04413,-56.76116,-56.7429
0.75,-0.04404,-56.7429,-56.72166
0.76,-0.04392,-56.72166,-56.71413
0.77,-0.04363,-56.71413,-56.70947
0.78,-0.04332,-56.70947,-56.71221
0.79,-0.04319,-56.71221,-56.7165
0.8,-0.0431,-56.7165,-56.733
0.81,-0.04319,-56.733,-56.75206
0.8200000000000001,-0.04331,-56.75206,-56.77514
0.8300000000000001,-0.04336,-56.77514,-56.79907
0.84,-0.0434,-56.79907,-56.80812
0.85,-0.0432,-56.80812,-56.81405
0.86,-0.04295,-56.81405,-56.81603
0.87,-0.04267,-56.81603,-56.81719
0.88,-0.04239,-56.81719,-56.81895
0.89,-0.04246,-56.81895,-56.82083
0.9,-0.0426,-56.82083,-56.80317
0.91,-0.04268,-56.80317,-56.7814
0.92,-0.04275,-56.7814,-56.75853
0.93,-0.04272,-56.75853,-56.73543
0.9400000000000001,-0.04267,-56.73543,-56.70946
0.9500000000000001,-0.04265,-56.70946,-56.68289
0.96,-0.04264,-56.68289,-56.672
0.97,-0.04274,-56.672,-56.6644
0.98,-0.04286,-56.6644,-56.66046
0.99,-0.04276,-56.66046,-56.65729
1.0,-0.0426,-56.65729,-56.67402
1.01,-0.04247,-56.67402,-56.69493
1.02,-0.04233,-56.69493,-56.71387
1.03,-0.04219,-56.71387,-56.73239
1.04,-0.04204,-56.73239,-56.74298
1.05,-0.04187,-56.74298,-56.7519
1.06,-0.0417,-56.7519,-56.75435
1.07,-0.04168,-56.75435,-56.75544
1.08,-0.04169,-56.75544,-56.73737
