file_N:30,train,seed:None,percent:5025,measured,n:4,N:4
t,I,V,V'
1507.5,-0.03941,-57.65622,-57.67031
1507.51,-0.03966,-57.67031,-57.68188
1507.52,-0.03988,-57.68188,-57.69047
1507.53,-0.04009,-57.69047,-57.70054
1507.54,-0.04035,-57.70054,-57.71238
1507.55,-0.04068,-57.71238,-57.7219
1507.56,-0.04086,-57.7219,-57.72865
1507.57,-0.04088,-57.72865,-57.7382
1507.58,-0.04089,-57.7382,-57.75106
1507.59,-0.04091,-57.75106,-57.76328
1507.6000000000001,-0.04078,-57.76328,-57.77472
1507.6100000000001,-0.04049,-57.77472,-57.77647
1507.6200000000001,-0.04012,-57.77647,-57.76667
1507.63,-0.03968,-57.76667,-57.75746
1507.64,-0.03955,-57.75746,-57.74894
1507.65,-0.03981,-57.74894,-57.74234
1507.66,-0.04015,-57.74234,-57.73801
1507.67,-0.0406,-57.73801,-57.72848
1507.68,-0.04091,-57.72848,-57.71276
1507.69,-0.04104,-57.71276,-57.69976
1507.7,-0.04115,-57.69976,-57.69
1507.71,-0.04125,-57.69,-57.68589
1507.72,-0.04122,-57.68589,-57.6885
1507.73,-0.04104,-57.6885,-57.68755
1507.74,-0.04083,-57.68755,-57.68236
1507.75,-0.04058,-57.68236,-57.68592
1507.76,-0.04046,-57.68592,-57.69989
1507.77,-0.0405,-57.69989,-57.71246
1507.78,-0.04057,-57.71246,-57.72336
1507.79,-0.04069,-57.72336,-57.72702
1507.8,-0.0408,-57.72702,-57.72207
1507.81,-0.04087,-57.72207,-57.72713
1507.82,-0.04093,-57.72713,-57.7441
1507.83,-0.041,-57.7441,-57.75294
1507.84,-0.04089,-57.75294,-57.75208
1507.8500000000001,-0.04058,-57.75208,-57.7467
1507.8600000000001,-0.0403,-57.7467,-57.73593
1507.8700000000001,-0.04005,-57.73593,-57.73192
1507.88,-0.04012,-57.73192,-57.73594
1507.89,-0.04058,-57.73594,-57.72756
1507.9,-0.04087,-57.72756,-57.70439
1507.91,-0.04093,-57.70439,-57.69116
1507.92,-0.04114,-57.69116,-57.68975
1507.93,-0.04151,-57.68975,-57.68564
1507.94,-0.04183,-57.68564,-57.67829
1507.95,-0.04209,-57.67829,-57.67104
1507.96,-0.04233,-57.67104,-57.6639
1507.97,-0.04255,-57.6639,-57.66589
1507.98,-0.04268,-57.66589,-57.67874
1507.99,-0.04271,-57.67874,-57.69512
1508.0,-0.04273,-57.69512,-57.71571
1508.01,-0.04276,-57.71571,-57.73728
1508.02,-0.04263,-57.73728,-57.76002
1508.03,-0.04234,-57.76002,-57.77814
1508.04,-0.04229,-57.77814,-57.79076
1508.05,-0.04256,-57.79076,-57.79435
1508.06,-0.04234,-57.79435,-57.7872
1508.07,-0.04157,-57.7872,-57.77994
1508.08,-0.04099,-57.77994,-57.77254
1508.09,-0.04063,-57.77254,-57.76257
1508.1000000000001,-0.04027,-57.76257,-57.74952
1508.1100000000001,-0.03993,-57.74952,-57.73164
1508.1200000000001,-0.03987,-57.73164,-57.70799
1508.13,-0.04016,-57.70799,-57.69387
1508.14,-0.04049,-57.69387,-57.69112
1508.15,-0.04088,-57.69112,-57.70679
1508.16,-0.04127,-57.70679,-57.74442
1508.17,-0.04165,-57.74442,-57.76789
1508.18,-0.04205,-57.76789,-57.77446
1508.19,-0.04247,-57.77446,-57.77906
1508.2,-0.04284,-57.77906,-57.78133
1508.21,-0.04316,-57.78133,-57.78252
1508.22,-0.04323,-57.78252,-57.78244
1508.23,-0.04302,-57.78244,-57.78011
