file_N:26,train,seed:None,percent:5025,measured,n:4,N:4
t,I,V,V'
1507.5,-0.04269,-61.12113,-61.11066
1507.51,-0.04256,-61.11066,-61.0957
1507.52,-0.04249,-61.0957,-61.07539
1507.53,-0.0425,-61.07539,-61.06689
1507.54,-0.04237,-61.06689,-61.07244
1507.55,-0.04209,-61.07244,-61.06954
1507.56,-0.04167,-61.06954,-61.05659
1507.57,-0.04111,-61.05659,-61.05197
1507.58,-0.04068,-61.05197,-61.05725
1507.59,-0.04042,-61.05725,-61.06961
1507.6000000000001,-0.04025,-61.06961,-61.09039
1507.6100000000001,-0.04017,-61.09039,-61.10852
1507.6200000000001,-0.04018,-61.10852,-61.12352
1507.63,-0.04029,-61.12352,-61.13267
1507.64,-0.04045,-61.13267,-61.13489
1507.65,-0.04068,-61.13489,-61.13309
1507.66,-0.04101,-61.13309,-61.12651
1507.67,-0.04146,-61.12651,-61.11644
1507.68,-0.04185,-61.11644,-61.10221
1507.69,-0.04215,-61.10221,-61.09104
1507.7,-0.04232,-61.09104,-61.08351
1507.71,-0.0423,-61.08351,-61.06869
1507.72,-0.04228,-61.06869,-61.04521
1507.73,-0.04227,-61.04521,-61.02976
1507.74,-0.04234,-61.02976,-61.02388
1507.75,-0.04252,-61.02388,-61.02267
1507.76,-0.04265,-61.02267,-61.02702
1507.77,-0.04272,-61.02702,-61.03049
1507.78,-0.04281,-61.03049,-61.03294
1507.79,-0.04295,-61.03294,-61.03616
1507.8,-0.04314,-61.03616,-61.0403
1507.81,-0.04341,-61.0403,-61.04796
1507.82,-0.04356,-61.04796,-61.0598
1507.83,-0.04357,-61.0598,-61.06992
1507.84,-0.04358,-61.06992,-61.078
1507.8500000000001,-0.0436,-61.078,-61.08094
1507.8600000000001,-0.04338,-61.08094,-61.07777
1507.8700000000001,-0.04289,-61.07777,-61.0729
1507.88,-0.04236,-61.0729,-61.06601
1507.89,-0.04179,-61.06601,-61.05997
1507.9,-0.04147,-61.05997,-61.05494
1507.91,-0.04146,-61.05494,-61.04379
1507.92,-0.04146,-61.04379,-61.02536
1507.93,-0.04147,-61.02536,-61.00983
1507.94,-0.04149,-61.00983,-60.99776
1507.95,-0.0415,-60.99776,-60.99311
1507.96,-0.04156,-60.99311,-60.99731
1507.97,-0.04167,-60.99731,-61.00557
1507.98,-0.04166,-61.00557,-61.01868
1507.99,-0.04152,-61.01868,-61.03537
1508.0,-0.04141,-61.03537,-61.0563
1508.01,-0.04132,-61.0563,-61.07351
1508.02,-0.04122,-61.07351,-61.08625
1508.03,-0.0411,-61.08625,-61.09833
1508.04,-0.04107,-61.09833,-61.10959
1508.05,-0.04114,-61.10959,-61.11461
1508.06,-0.04136,-61.11461,-61.1122
1508.07,-0.04176,-61.1122,-61.10202
1508.08,-0.042,-61.10202,-61.08258
1508.09,-0.04204,-61.08258,-61.06188
1508.1000000000001,-0.04193,-61.06188,-61.03967
1508.1100000000001,-0.04166,-61.03967,-61.02297
1508.1200000000001,-0.04153,-61.02297,-61.01283
1508.13,-0.04158,-61.01283,-60.99956
1508.14,-0.04168,-60.99956,-60.98257
1508.15,-0.04183,-60.98257,-60.97664
1508.16,-0.04193,-60.97664,-60.98389
1508.17,-0.04197,-60.98389,-60.99591
1508.18,-0.0421,-60.99591,-61.01363
1508.19,-0.04233,-61.01363,-61.02651
1508.2,-0.0427,-61.02651,-61.03363
1508.21,-0.04324,-61.03363,-61.04004
1508.22,-0.04353,-61.04004,-61.0456
1508.23,-0.04353,-61.0456,-61.05873
1508.24,-0.04347,-61.05873,-61.08085
1508.25,-0.04334,-61.08085,-61.09071
1508.26,-0.04324,-61.09071,-61.08594
1508.27,-0.04315,-61.08594,-61.08758
1508.28,-0.04312,-61.08758,-61.09686
1508.29,-0.04314,-61.09686,-61.10405
1508.3,-0.04304,-61.10405,-61.10876
1508.31,-0.04279,-61.10876,-61.11271
1508.32,-0.04257,-61.11271,-61.11577
1508.33,-0.04237,-61.11577,-61.12628
1508.34,-0.04225,-61.12628,-61.14568
1508.3500000000001,-0.0422,-61.14568,-61.15377
1508.3600000000001,-0.04213,-61.15377,-61.14835
1508.3700000000001,-0.04205,-61.14835,-61.14995
1508.38,-0.0418,-61.14995,-61.15993
1508.39,-0.04134,-61.15993,-61.17351
1508.4,-0.04082,-61.17351,-61.19139
1508.41,-0.04023,-61.19139,-61.19417
1508.42,-0.03989,-61.19417,-61.17893
1508.43,-0.03984,-61.17893,-61.17219
1508.44,-0.03987,-61.17219,-61.17561
1508.45,-0.04,-61.17561,-61.17579
1508.46,-0.03996,-61.17579,-61.17211
1508.47,-0.03974,-61.17211,-61.16553
1508.48,-0.03975,-61.16553,-61.15549
1508.49,-0.04004,-61.15549,-61.15128
1508.5,-0.04046,-61.15128,-61.15402
1508.51,-0.04103,-61.15402,-61.15559
1508.52,-0.0415,-61.15559,-61.15577
1508.53,-0.04185,-61.15577,-61.15976
1508.54,-0.04207,-61.15976,-61.16828
1508.55,-0.04214,-61.16828,-61.17868
1508.56,-0.04204,-61.17868,-61.19133
1508.57,-0.04175,-61.19133,-61.19798
1508.58,-0.04163,-61.19798,-61.19747
1508.59,-0.0417,-61.19747,-61.19556
1508.6000000000001,-0.04189,-61.19556,-61.192
1508.6100000000001,-0.04223,-61.192,-61.19148
1508.6200000000001,-0.04238,-61.19148,-61.1946
1508.63,-0.0423,-61.1946,-61.18623
1508.64,-0.04216,-61.18623,-61.16413
1508.65,-0.04195,-61.16413,-61.14583
1508.66,-0.042,-61.14583,-61.13206
1508.67,-0.04238,-61.13206,-61.12418
1508.68,-0.04273,-61.12418,-61.12334
1508.69,-0.04305,-61.12334,-61.1181
1508.7,-0.04315,-61.1181,-61.10761
1508.71,-0.04299,-61.10761,-61.10521
1508.72,-0.04288,-61.10521,-61.11246
1508.73,-0.04283,-61.11246,-61.12288
1508.74,-0.04279,-61.12288,-61.13708
1508.75,-0.04274,-61.13708,-61.146
1508.76,-0.04263,-61.146,-61.14863
1508.77,-0.04242,-61.14863,-61.1491
1508.78,-0.04218,-61.1491,-61.14701
1508.79,-0.0419,-61.14701,-61.14211
1508.8,-0.04178,-61.14211,-61.13387
1508.81,-0.04185,-61.13387,-61.13573
1508.82,-0.04194,-61.13573,-61.14967
1508.83,-0.04205,-61.14967,-61.15733
1508.84,-0.04196,-61.15733,-61.1575
1508.8500000000001,-0.04161,-61.1575,-61.16289
1508.8600000000001,-0.04122,-61.16289,-61.17454
1508.8700000000001,-0.04079,-61.17454,-61.19221
1508.88,-0.0405,-61.19221,-61.2171
1508.89,-0.0404,-61.2171,-61.23474
1508.9,-0.04028,-61.23474,-61.24372
1508.91,-0.04013,-61.24372,-61.24444
1508.92,-0.04003,-61.24444,-61.23527
1508.93,-0.04,-61.23527,-61.2184
1508.94,-0.03999,-61.2184,-61.19231
1508.95,-0.04002,-61.19231,-61.17342
1508.96,-0.04043,-61.17342,-61.16315
1508.97,-0.04129,-61.16315,-61.16176
1508.98,-0.04198,-61.16176,-61.17099
1508.99,-0.04244,-61.17099,-61.17407
1509.0,-0.04261,-61.17407,-61.16979
1509.01,-0.04241,-61.16979,-61.16898
1509.02,-0.04231,-61.16898,-61.17232
1509.03,-0.04232,-61.17232,-61.18239
1509.04,-0.04233,-61.18239,-61.20053
1509.05,-0.04235,-61.20053,-61.21401
1509.06,-0.04232,-61.21401,-61.22194
1509.07,-0.04222,-61.22194,-61.22534
1509.08,-0.0423,-61.22534,-61.22335
1509.09,-0.04259,-61.22335,-61.2236
1509.1000000000001,-0.04261,-61.2236,-61.22654
1509.1100000000001,-0.0423,-61.22654,-61.22978
1509.1200000000001,-0.04206,-61.22978,-61.23338
1509.13,-0.0419,-61.23338,-61.23934
1509.14,-0.04166,-61.23934,-61.24812
1509.15,-0.04134,-61.24812,-61.24634
1509.16,-0.04116,-61.24634,-61.23193
1509.17,-0.04115,-61.23193,-61.21177
1509.18,-0.04137,-61.21177,-61.18473
1509.19,-0.04188,-61.18473,-61.16705
1509.2,-0.04237,-61.16705,-61.16056
1509.21,-0.04283,-61.16056,-61.15317
1509.22,-0.04315,-61.15317,-61.1447
1509.23,-0.04331,-61.1447,-61.13351
1509.24,-0.04342,-61.13351,-61.11906
1509.25,-0.04347,-61.11906,-61.11938
1509.26,-0.04351,-61.11938,-61.13738
1509.27,-0.04351,-61.13738,-61.15327
1509.28,-0.04319,-61.15327,-61.16665
1509.29,-0.04247,-61.16665,-61.17445
1509.3,-0.04147,-61.17445,-61.17557
1509.31,-0.04014,-61.17557,-61.18025
1509.32,-0.03944,-61.18025,-61.18918
1509.33,-0.0395,-61.18918,-61.19804
1509.34,-0.03951,-61.19804,-61.20681
1509.3500000000001,-0.03948,-61.20681,-61.22067
1509.3600000000001,-0.03947,-61.22067,-61.24062
1509.3700000000001,-0.03948,-61.24062,-61.25472
1509.38,-0.03962,-61.25472,-61.26182
1509.39,-0.0399,-61.26182,-61.26357
1509.4,-0.04014,-61.26357,-61.25891
1509.41,-0.04033,-61.25891,-61.25694
1509.42,-0.04068,-61.25694,-61.25818
1509.43,-0.04123,-61.25818,-61.25084
1509.44,-0.04183,-61.25084,-61.23324
1509.45,-0.04248,-61.23324,-61.21316
1509.46,-0.04279,-61.21316,-61.1901
1509.47,-0.0427,-61.1901,-61.16742
1509.48,-0.04295,-61.16742,-61.1452
1509.49,-0.04359,-61.1452,-61.1306
1509.5,-0.04388,-61.1306,-61.12513
1509.51,-0.04376,-61.12513,-61.12441
1509.52,-0.04345,-61.12441,-61.12938
1509.53,-0.04291,-61.12938,-61.13237
1509.54,-0.0425,-61.13237,-61.13298
1509.55,-0.04224,-61.13298,-61.13634
1509.56,-0.04191,-61.13634,-61.143
1509.57,-0.0415,-61.143,-61.15019
1509.58,-0.04101,-61.15019,-61.15804
1509.59,-0.04043,-61.15804,-61.16329
1509.6000000000001,-0.04014,-61.16329,-61.16544
1509.6100000000001,-0.04017,-61.16544,-61.171
1509.6200000000001,-0.04043,-61.171,-61.18066
1509.63,-0.04096,-61.18066,-61.1791
1509.64,-0.04143,-61.1791,-61.16409
1509.65,-0.04181,-61.16409,-61.15287
1509.66,-0.04198,-61.15287,-61.1462
1509.67,-0.04188,-61.1462,-61.1412
1509.68,-0.04173,-61.1412,-61.13821
1509.69,-0.04154,-61.13821,-61.14718
1509.7,-0.04162,-61.14718,-61.17048
1509.71,-0.04203,-61.17048,-61.18498
1509.72,-0.04242,-61.18498,-61.18893
1509.73,-0.0428,-61.18893,-61.19587
1509.74,-0.04292,-61.19587,-61.20641
1509.75,-0.04275,-61.20641,-61.22116
1509.76,-0.04257,-61.22116,-61.24096
1509.77,-0.04239,-61.24096,-61.25259
1509.78,-0.04234,-61.25259,-61.25444
1509.79,-0.04247,-61.25444,-61.24902
1509.8,-0.04248,-61.24902,-61.23489
1509.81,-0.04236,-61.23489,-61.21471
1509.82,-0.042,-61.21471,-61.1873
1509.83,-0.04136,-61.1873,-61.16442
1509.84,-0.04096,-61.16442,-61.14696
1509.8500000000001,-0.04085,-61.14696,-61.14096
1509.8600000000001,-0.04102,-61.14096,-61.14871
1509.8700000000001,-0.04151,-61.14871,-61.14654
1509.88,-0.04188,-61.14654,-61.13247
1509.89,-0.04212,-61.13247,-61.13083
1509.9,-0.04237,-61.13083,-61.14411
1509.91,-0.04264,-61.14411,-61.15874
1509.92,-0.04282,-61.15874,-61.17501
1509.93,-0.04292,-61.17501,-61.18314
1509.94,-0.04297,-61.18314,-61.1815
1509.95,-0.04294,-61.1815,-61.1846
1509.96,-0.04305,-61.1846,-61.19339
1509.97,-0.04332,-61.19339,-61.19164
1509.98,-0.04324,-61.19164,-61.17724
1509.99,-0.04272,-61.17724,-61.17322
1510.0,-0.04256,-61.17322,-61.18168
1510.01,-0.04281,-61.18168,-61.19179
1510.02,-0.04292,-61.19179,-61.2039
1510.03,-0.04286,-61.2039,-61.20618
1510.04,-0.04275,-61.20618,-61.19669
1510.05,-0.04258,-61.19669,-61.19112
1510.06,-0.0423,-61.19112,-61.19026
1510.07,-0.04188,-61.19026,-61.18085
1510.08,-0.04167,-61.18085,-61.16116
1510.09,-0.0417,-61.16116,-61.1322
1510.1000000000001,-0.04177,-61.1322,-61.09211
1510.1100000000001,-0.04189,-61.09211,-61.05863
1510.1200000000001,-0.04207,-61.05863,-61.0331
1510.13,-0.04231,-61.0331,-61.00811
1510.14,-0.04253,-61.00811,-60.98377
1510.15,-0.04271,-60.98377,-60.97222
1510.16,-0.04305,-60.97222,-60.97604
1510.17,-0.04357,-60.97604,-60.98351
1510.18,-0.0437,-60.98351,-60.99539
1510.19,-0.04336,-60.99539,-61.00578
1510.2,-0.04306,-61.00578,-61.0144
1510.21,-0.04281,-61.0144,-61.02497
1510.22,-0.04252,-61.02497,-61.03789
1510.23,-0.04219,-61.03789,-61.04478
1510.24,-0.04185,-61.04478,-61.04445
