file_N:25,train,seed:None,percent:5275,measured,n:3,N:4
t,I,V,V'
1055.0,-0.04359,-59.37663,-59.36776
1055.01,-0.04407,-59.36776,-59.37737
1055.02,-0.04433,-59.37737,-59.38865
1055.03,-0.04457,-59.38865,-59.3958
1055.04,-0.04475,-59.3958,-59.40257
1055.05,-0.04492,-59.40257,-59.4014
1055.06,-0.04476,-59.4014,-59.39952
1055.07,-0.04456,-59.39952,-59.39603
1055.08,-0.04408,-59.39603,-59.3924
1055.09,-0.04358,-59.3924,-59.38428
1055.1,-0.043,-59.38428,-59.37576
1055.1100000000001,-0.04241,-59.37576,-59.37018
1055.1200000000001,-0.04206,-59.37018,-59.36486
1055.13,-0.04174,-59.36486,-59.35657
1055.14,-0.04142,-59.35657,-59.34802
1055.15,-0.0411,-59.34802,-59.34486
1055.16,-0.04107,-59.34486,-59.34218
1055.17,-0.04107,-59.34218,-59.34834
1055.18,-0.04098,-59.34834,-59.35529
1055.19,-0.04089,-59.35529,-59.35824
1055.2,-0.0412,-59.35824,-59.36083
1055.21,-0.04154,-59.36083,-59.36008
1055.22,-0.04184,-59.36008,-59.35902
1055.23,-0.04213,-59.35902,-59.36896
1055.24,-0.04248,-59.36896,-59.37989
1055.25,-0.04284,-59.37989,-59.38416
1055.26,-0.04282,-59.38416,-59.38783
1055.27,-0.04277,-59.38783,-59.40102
1055.28,-0.0428,-59.40102,-59.41507
1055.29,-0.04284,-59.41507,-59.4256
1055.3,-0.04304,-59.4256,-59.4358
1055.31,-0.04325,-59.4358,-59.44406
1055.32,-0.04304,-59.44406,-59.45213
1055.33,-0.04278,-59.45213,-59.45544
1055.34,-0.04272,-59.45544,-59.45831
1055.35,-0.04267,-59.45831,-59.44498
1055.3600000000001,-0.04287,-59.44498,-59.43018
1055.3700000000001,-0.04309,-59.43018,-59.42432
1055.38,-0.04291,-59.42432,-59.41927
1055.39,-0.04269,-59.41927,-59.41356
1055.4,-0.0426,-59.41356,-59.4078
1055.41,-0.04252,-59.4078,-59.39127
1055.42,-0.04236,-59.39127,-59.37376
1055.43,-0.04219,-59.37376,-59.37487
1055.44,-0.04203,-59.37487,-59.37766
1055.45,-0.04187,-59.37766,-59.37947
1055.46,-0.04178,-59.37947,-59.38119
1055.47,-0.0417,-59.38119,-59.39977
1055.48,-0.04185,-59.39977,-59.41989
1055.49,-0.04203,-59.41989,-59.43995
1055.5,-0.04242,-59.43995,-59.46002
1055.51,-0.04283,-59.46002,-59.47131
1055.52,-0.04312,-59.47131,-59.48182
1055.53,-0.0434,-59.48182,-59.50618
1055.54,-0.04389,-59.50618,-59.53179
1055.55,-0.04439,-59.53179,-59.53267
1055.56,-0.04461,-59.53267,-59.53132
1055.57,-0.0448,-59.53132,-59.51196
1055.58,-0.04463,-59.51196,-59.49097
1055.59,-0.04444,-59.49097,-59.48332
1055.6,-0.04395,-59.48332,-59.47688
1055.6100000000001,-0.04344,-59.47688,-59.47081
1055.6200000000001,-0.0429,-59.47081,-59.46476
1055.63,-0.04236,-59.46476,-59.44461
1055.64,-0.04192,-59.44461,-59.42317
1055.65,-0.04148,-59.42317,-59.43051
1055.66,-0.04135,-59.43051,-59.44045
1055.67,-0.04124,-59.44045,-59.45755
1055.68,-0.04146,-59.45755,-59.4753
1055.69,-0.04171,-59.4753,-59.4787
1055.7,-0.04227,-59.4787,-59.4808
1055.71,-0.04287,-59.4808,-59.4777
1055.72,-0.04349,-59.4777,-59.47414
1055.73,-0.04411,-59.47414,-59.46856
1055.74,-0.04434,-59.46856,-59.46279
1055.75,-0.04452,-59.46279,-59.45712
1055.76,-0.04458,-59.45712,-59.45146
1055.77,-0.04463,-59.45146,-59.45456
1055.78,-0.04446,-59.45456,-59.45845
1055.79,-0.04426,-59.45845,-59.44612
1055.8,-0.04381,-59.44612,-59.43232
1055.81,-0.04334,-59.43232,-59.43724
1055.82,-0.0435,-59.43724,-59.44386
1055.83,-0.04372,-59.44386,-59.42519
1055.84,-0.0438,-59.42519,-59.40421
1055.85,-0.04386,-59.40421,-59.38607
1055.8600000000001,-0.04351,-59.38607,-59.36819
1055.8700000000001,-0.04311,-59.36819,-59.36076
1055.88,-0.04276,-59.36076,-59.35429
1055.89,-0.04241,-59.35429,-59.34638
1055.9,-0.04208,-59.34638,-59.33834
1055.91,-0.04175,-59.33834,-59.33588
1055.92,-0.04148,-59.33588,-59.33393
1055.93,-0.04122,-59.33393,-59.34642
1055.94,-0.04137,-59.34642,-59.36023
1055.95,-0.04155,-59.36023,-59.36986
1055.96,-0.04218,-59.36986,-59.3791
1055.97,-0.04285,-59.3791,-59.37804
1055.98,-0.0434,-59.37804,-59.37605
1055.99,-0.04394,-59.37605,-59.35684
1056.0,-0.0438,-59.35684,-59.33606
1056.01,-0.0436,-59.33606,-59.33009
1056.02,-0.04315,-59.33009,-59.32547
1056.03,-0.04268,-59.32547,-59.33724
1056.04,-0.04239,-59.33724,-59.3505
1056.05,-0.04213,-59.3505,-59.36636
1056.06,-0.04199,-59.36636,-59.38246
1056.07,-0.04187,-59.38246,-59.40667
1056.08,-0.04177,-59.40667,-59.43163
1056.09,-0.04166,-59.43163,-59.44844
1056.1,-0.04182,-59.44844,-59.4645
1056.1100000000001,-0.04199,-59.4645,-59.47907
1056.1200000000001,-0.04261,-59.47907,-59.49351
1056.13,-0.04327,-59.49351,-59.50178
1056.14,-0.04327,-59.50178,-59.50949
1056.15,-0.04321,-59.50949,-59.49844
1056.16,-0.04261,-59.49844,-59.48567
1056.17,-0.04196,-59.48567,-59.46793
1056.18,-0.04204,-59.46793,-59.44973
1056.19,-0.04218,-59.44973,-59.44202
1056.2,-0.0427,-59.44202,-59.43527
1056.21,-0.04326,-59.43527,-59.42181
1056.22,-0.04342,-59.42181,-59.40774
1056.23,-0.04354,-59.40774,-59.40187
1056.24,-0.04395,-59.40187,-59.39675
1056.25,-0.04439,-59.39675,-59.38537
1056.26,-0.04441,-59.38537,-59.37341
1056.27,-0.04441,-59.37341,-59.35938
1056.28,-0.04395,-59.35938,-59.34516
1056.29,-0.04346,-59.34516,-59.33801
1056.3,-0.04311,-59.33801,-59.33151
1056.31,-0.04278,-59.33151,-59.34627
1056.32,-0.0424,-59.34627,-59.36298
1056.33,-0.04202,-59.36298,-59.37001
1056.34,-0.04247,-59.37001,-59.37616
1056.35,-0.043,-59.37616,-59.3833
1056.3600000000001,-0.04341,-59.3833,-59.39053
1056.3700000000001,-0.04382,-59.39053,-59.39795
1056.38,-0.044,-59.39795,-59.40538
1056.39,-0.04417,-59.40538,-59.41839
1056.4,-0.04448,-59.41839,-59.43192
1056.41,-0.04481,-59.43192,-59.44346
1056.42,-0.04498,-59.44346,-59.45482
1056.43,-0.04513,-59.45482,-59.44788
1056.44,-0.04469,-59.44788,-59.43926
1056.45,-0.0442,-59.43926,-59.43033
1056.46,-0.04373,-59.43033,-59.42138
1056.47,-0.04326,-59.42138,-59.4203
1056.48,-0.04294,-59.4203,-59.41993
1056.49,-0.04264,-59.41993,-59.4082
1056.5,-0.04246,-59.4082,-59.39541
1056.51,-0.0423,-59.39541,-59.40222
1056.52,-0.04207,-59.40222,-59.41083
1056.53,-0.04184,-59.41083,-59.41367
1056.54,-0.0418,-59.41367,-59.41598
1056.55,-0.04177,-59.41598,-59.43086
1056.56,-0.04187,-59.43086,-59.4469
1056.57,-0.04198,-59.4469,-59.47373
1056.58,-0.04215,-59.47373,-59.50156
1056.59,-0.04233,-59.50156,-59.51409
1056.6,-0.04255,-59.51409,-59.52522
