N,a,p,iss,reg,in_connectivity,rc_connectivity,load_time,init_time,states_time,train_time,test_time,mae,mse,rmse,nrmse,r2,max_err,iter_time
1500,0.94,1.06,1.04,0.0004,1,0.003,0.063,1.421000000089407,46.17200000002049,1.6719999997876585,13.453000000212342,0.23080578620315526,0.18357734656868827,0.428459271,0.5370499322159767,0.7115773988205396,4.369129563660656,62.78100000019185
1500,0.88,1.06,1.2,0.0004,1,0.003,0.063,1.4059999999590218,46.28099999995902,1.5940000000409782,13.469000000040978,0.21182596046739652,0.19563123521768044,0.44230219897450257,0.5544012751596377,0.6926392564873347,4.500501253877609,62.813000000081956
1500,0.88,0.9,0.88,0.0004,1,0.003,0.063,1.3910000000614673,46.264999999897555,1.5780000002123415,13.452999999979511,0.24831757062957915,0.20537824547676983,0.4531867666611304,0.5680444770677877,0.6773255039726823,4.498048759308288,62.75
1500,1,1.06,0.88,0.0004,1,0.003,0.062,1.406999999890104,46.04700000002049,1.5619999999180436,13.5,0.22845845849403562,0.20622984440946643,0.4541253619976167,0.5692209542650826,0.675987537,4.410927531294876,62.57799999997951
1500,1,1.22,1.2,0.0004,1,0.003,0.047,1.4059999999590218,45.59400000004098,1.593000000109896,13.484999999869615,0.26037040956593094,0.22027022005454103,0.4693295431299217,0.5882785520501524,0.6539283794107362,4.559400767,62.125
1500,1,0.98,1.2,0.0004,1,0.003,0.047,1.406999999890104,46.25,1.577999999979511,13.5,0.2728228131228603,0.2347898275390284,0.48455116090979333,0.6073580057058642,0.6311162893731798,4.432150819,62.781999999890104
1500,0.88,1.3,1.2,0.0004,1,0.003,0.062,1.4060000001918525,46.14099999982864,1.5940000000409782,13.452999999979511,0.2496250208439285,0.2476229656973615,0.49761728838271035,0.6237356718110267,0.6109538501719088,4.813623792545798,62.65599999995902
1500,0.94,1.06,1.2,0.0004,1,0.003,0.047,1.4060000001918525,45.312999999849126,1.5620000001508743,13.437999999849126,0.2617938568540444,0.2573132721141848,0.507260556,0.6358229734726158,0.5957291863710272,4.6674183619793315,61.76599999982864
1500,1,1.06,1.04,0.0004,1,0.003,0.063,1.4059999999590218,46.25,1.6559999999590218,13.438000000081956,0.2629143792858619,0.2654979368931386,0.515264919,0.6458559981769008,0.5828700708567691,4.586842966369209,62.813000000081956
1500,1,0.98,1.04,0.0004,1,0.003,0.047,1.422000000020489,46.063000000081956,1.671000000089407,13.5,0.2753108797389737,0.2675545535945785,0.517256758,0.648352658,0.5796388729462116,5.085781380033944,62.70299999997951
1500,0.76,0.98,1.2,0.0004,1,0.003,0.063,1.4059999999590218,46.07799999997951,1.577999999979511,13.5,0.2340740623686487,0.2737045901064495,0.523167841,0.6557618727145804,0.5699764088063959,4.7853685364266445,62.625
1500,1,1.14,1.04,0.0004,1,0.003,0.063,1.3900000001303852,46.01599999982864,1.6410000000614673,13.436999999918044,0.28098017076302756,0.28300658069794277,0.5319836282235975,0.6668119727530794,0.555361837,4.604602400183647,62.54700000002049
1500,0.94,0.98,1.04,0.0004,1,0.003,0.047,1.4059999999590218,46.20299999997951,1.6090000001713634,13.390999999828637,0.2999333112283553,0.2854846145075907,0.5343076028914343,0.6697249461054042,0.5514685409063476,4.596411852665268,62.65599999995902
1500,0.7,1.06,1.2,0.0004,1,0.003,0.062,1.4060000001918525,46.04700000002049,1.577999999979511,13.562999999849126,0.30811952592038994,0.3314919463091531,0.575753373,0.7216749200135162,0.4791853613117013,4.816913348,62.65599999995902
1500,0.82,1.06,1.04,0.0004,1,0.003,0.063,1.4059999999590218,46.59400000004098,1.625,13.515000000130385,0.2908060602192951,0.33268956506723196,0.5767924800716736,0.7229773833266876,0.47730375487232946,4.756526612775711,63.20299999997951
1500,0.82,0.9,0.72,0.0004,1,0.003,0.062,1.406999999890104,46.15599999995902,1.6870000001508743,13.5,0.3229461642966699,0.34704230878057934,0.5891029695906984,0.7384078991663344,0.4547538283523006,4.765150098392675,62.812000000150874
1500,0.94,1.14,0.88,0.0004,1,0.003,0.063,1.4059999999590218,46.03100000019185,1.577999999979511,13.468999999808148,0.33006267128197897,0.3537233228330463,0.5947464357463996,0.7454816709908814,0.44425713315789617,4.953390171017149,62.54699999978766
1500,0.88,0.98,1.2,0.0004,1,0.003,0.063,1.3910000000614673,46.061999999918044,1.5630000000819564,13.468000000109896,0.3311606759823257,0.37113811009392833,0.6092110554593771,0.7636122695548652,0.41689635943143233,4.474049494659732,62.54700000002049
1500,0.94,1.14,1.2,0.0004,1,0.003,0.062,1.406999999890104,45.5,1.5619999999180436,13.5,0.3518664061263456,0.37853193678596164,0.6152494914958985,0.7711811142189413,0.40527974786662546,4.5509364385409725,62.03099999995902
1500,1,1.14,0.72,0.0004,1,0.003,0.062,1.4060000001918525,46.234999999869615,1.6089999999385327,13.438000000081956,0.3100803880788219,0.378941131,0.6155819450097282,0.7715978262597719,0.4046368533693455,4.780070511544504,62.75
1500,0.82,0.98,1.2,0.0004,1,0.003,0.063,1.3899999998975545,46.34400000004098,1.5940000000409782,13.405999999959022,0.3440164700241364,0.3861244562095658,0.6213891342866931,0.7788768159363036,0.3933509655708093,4.619597645371759,62.79700000002049
1500,0.88,0.98,0.88,0.0004,1,0.003,0.062,1.406999999890104,46,1.577999999979511,13.390000000130385,0.38470025811560227,0.39893221736343504,0.6316108116264596,0.7916891215603226,0.3732283967662644,5.170387624311069,62.45299999997951
1500,0.88,1.14,1.2,0.0004,1,0.003,0.047,1.4690000000409782,47.95299999997951,1.5940000000409782,14.047000000020489,0.319797878,0.40095106221284316,0.6332069663331596,0.793689813,0.3700565430831838,4.597204512059172,65.10999999986961
1500,1,1.22,0.88,0.0004,1,0.003,0.062,1.4380000000819564,46,1.6089999999385327,13.5,0.3850817022006711,0.40612448456926664,0.6372789691879582,0.7987938426925857,0.3619284599567545,4.749447788,62.60899999993853
1500,0.94,1.3,0.88,0.0004,1,0.003,0.047,1.4219999997876585,46.063000000081956,1.625,13.468000000109896,0.35741789748682645,0.41395405608703245,0.6433926142621101,0.8064569577140388,0.3496272396510689,5.093330407859797,62.625
1500,0.7,0.98,0.88,0.0004,1,0.003,0.063,1.4370000001508743,47.89099999982864,1.577999999979511,14.031000000191852,0.35473785713845785,0.41411197729591026,0.6435153279416973,0.8066107725053746,0.34937912599926324,4.802027530875987,65
1500,0.88,0.9,1.04,0.0004,1,0.003,0.047,1.406999999890104,45.98399999993853,1.6090000001713634,13.452999999979511,0.34317585403628703,0.41850787268101763,0.6469218443374884,0.8108806518730504,0.34247263342169976,4.316482955468365,62.5
1500,0.82,1.22,1.2,0.0004,1,0.003,0.063,1.4059999999590218,46.063000000081956,1.5619999999180436,13.5,0.3260662267721036,0.42264705548463244,0.6501131097621647,0.8148807260868243,0.33596946789888193,4.715470659,62.59399999980815
1500,0.76,1.06,1.2,0.0004,1,0.003,0.063,1.421000000089407,46.375,1.625,13.515999999828637,0.3463181430814248,0.4232924333358886,0.6506092785504128,0.8155026461440542,0.3349554998789591,4.333329499338282,63
1500,1,1.3,0.88,0.0004,1,0.003,0.047,1.4370000001508743,46.109999999869615,1.5620000001508743,13.593999999808148,0.3441450661793651,0.4234967479418354,0.6507662775081661,0.8156994356300186,0.33463449649151733,4.918459141675164,62.75
1500,0.88,0.98,1.04,0.0004,1,0.003,0.047,1.4059999999590218,46.063000000081956,1.6089999999385327,13.437000000150874,0.3556122789967074,0.4262832819517272,0.6529037309984737,0.8183786150312705,0.3302565086709597,4.346439771915961,62.562000000150874
